event_key	cell_type	event_type	gene_id	gene_symbol	n_form1_isos	n_form2_isos	form1_any_ptc	form2_any_ptc	form1_ptc_known	form2_ptc_known	ptc_differs	ptc_in_inclusion	ptc_in_skipping
DD:SE:115816	DD	SE	ENSG00000072756	TRNT1	4	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:115953	DD	SE	ENSG00000143321	HDGF	1	5	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:115973	DD	SE	ENSG00000143401	ANP32E	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:116352	DD	SE	ENSG00000113649	TCERG1	4	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:116387	DD	SE	ENSG00000113649	TCERG1	2	12	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:116438	DD	SE	ENSG00000144228	SPOPL	4	7	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:116493	DD	SE	ENSG00000071282	LMCD1	5	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:116523	DD	SE	ENSG00000115307	AUP1	2	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:116673	DD	SE	ENSG00000125124	BBS2	7	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:116736	DD	SE	ENSG00000108423	TUBD1	5	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:116887	DD	SE	ENSG00000106462	EZH2	1	10	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:116899	DD	SE	ENSG00000106462	EZH2	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:117064	DD	SE	ENSG00000126858	RHOT1	1	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:117128	DD	SE	ENSG00000114988	LMAN2L	2	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:117141	DD	SE	ENSG00000288683	ENSG00000288683	2	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:117280	DD	SE	ENSG00000182973	CNOT10	6	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:117587	DD	SE	ENSG00000157470	FAM81A	8	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:117615	DD	SE	ENSG00000143674	MAP3K21	8	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:117662	DD	SE	ENSG00000132953	XPO4	9	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:117671	DD	SE	ENSG00000132953	XPO4	3	13	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:117873	DD	SE	ENSG00000114857	NKTR	6	5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:117971	DD	SE	ENSG00000069998	HDHD5	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:118065	DD	SE	ENSG00000164338	UTP15	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:118073	DD	SE	ENSG00000114956	DGUOK	2	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:118095	DD	SE	ENSG00000114956	DGUOK	3	1	TRUE	FALSE	TRUE	FALSE	NA	TRUE	FALSE
DD:SE:118102	DD	SE	ENSG00000114956	DGUOK	1	2	FALSE	TRUE	FALSE	TRUE	NA	FALSE	TRUE
DD:SE:118103	DD	SE	ENSG00000114956	DGUOK	3	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:118388	DD	SE	ENSG00000115598	IL1RL2	26	15	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:118579	DD	SE	ENSG00000166377	ATP9B	7	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:119112	DD	SE	ENSG00000145919	BOD1	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:119140	DD	SE	ENSG00000144848	ATG3	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:119365	DD	SE	ENSG00000105819	PMPCB	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:119389	DD	SE	ENSG00000085831	TTC39A	15	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:119431	DD	SE	ENSG00000067836	ROGDI	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:119866	DD	SE	ENSG00000132591	ERAL1	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:120039	DD	SE	ENSG00000078142	PIK3C3	8	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:120152	DD	SE	ENSG00000144136	SLC20A1	1	5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:120176	DD	SE	ENSG00000204304	PBX2	3	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:120200	DD	SE	ENSG00000113648	MACROH2A1	2	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:120204	DD	SE	ENSG00000113648	MACROH2A1	2	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:120297	DD	SE	ENSG00000136682	ZNG1B	4	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:120425	DD	SE	ENSG00000144134	RABL2A	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:120427	DD	SE	ENSG00000144134	RABL2A	5	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:120806	DD	SE	ENSG00000272886	DCP1A	1	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:120870	DD	SE	ENSG00000144118	RALB	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:120878	DD	SE	ENSG00000163933	RFT1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:120898	DD	SE	ENSG00000163933	RFT1	6	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:121059	DD	SE	ENSG00000104783	KCNN4	9	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:121078	DD	SE	ENSG00000165669	FAM204A	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:121088	DD	SE	ENSG00000242372	EIF6	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:121097	DD	SE	ENSG00000155438	NIFK	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:121112	DD	SE	ENSG00000125954	CHURC1-FNTB	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:121167	DD	SE	ENSG00000162341	TPCN2	9	6	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:121233	DD	SE	ENSG00000137198	GMPR	7	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:121237	DD	SE	ENSG00000163166	IWS1	7	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:121239	DD	SE	ENSG00000163166	IWS1	4	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:121448	DD	SE	ENSG00000141012	GALNS	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:121694	DD	SE	ENSG00000107164	FUBP3	1	7	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:121709	DD	SE	ENSG00000176894	PXMP2	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:121873	DD	SE	ENSG00000114021	NIT2	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122195	DD	SE	ENSG00000058804	NDC1	6	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122248	DD	SE	ENSG00000151806	GUF1	5	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122293	DD	SE	ENSG00000125703	ATG4C	8	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122395	DD	SE	ENSG00000077238	IL4R	13	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:122405	DD	SE	ENSG00000143889	HNRNPLL	3	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:122558	DD	SE	ENSG00000071462	BUD23	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122559	DD	SE	ENSG00000071462	BUD23	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:122562	DD	SE	ENSG00000071462	BUD23	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:122563	DD	SE	ENSG00000071462	BUD23	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122587	DD	SE	ENSG00000189195	BTBD8	13	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:122974	DD	SE	ENSG00000149292	TTC12	2	17	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:123271	DD	SE	ENSG00000168890	TMEM150A	5	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:123272	DD	SE	ENSG00000168890	TMEM150A	1	5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:123449	DD	SE	ENSG00000134186	PRPF38B	2	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:123632	DD	SE	ENSG00000047056	WDR37	3	13	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:123685	DD	SE	ENSG00000198874	TYW1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:123723	DD	SE	ENSG00000133393	CEP20	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:123844	DD	SE	ENSG00000073605	GSDMB	7	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:123918	DD	SE	ENSG00000176809	LRRC37A3	29	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:123953	DD	SE	ENSG00000100038	TOP3B	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:123959	DD	SE	ENSG00000100038	TOP3B	4	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:124042	DD	SE	ENSG00000133835	HSD17B4	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:124272	DD	SE	ENSG00000137806	NDUFAF1	2	5	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:124274	DD	SE	ENSG00000137806	NDUFAF1	2	5	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:124556	DD	SE	ENSG00000119912	IDE	1	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:124593	DD	SE	ENSG00000214253	FIS1	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:124704	DD	SE	ENSG00000143156	NME7	5	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:125132	DD	SE	ENSG00000164300	SERINC5	16	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:125379	DD	SE	ENSG00000041802	LSG1	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:125411	DD	SE	ENSG00000115840	SLC25A12	1	5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:125479	DD	SE	ENSG00000152256	PDK1	7	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:125488	DD	SE	ENSG00000163159	VPS72	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:125545	DD	SE	ENSG00000091436	MAP3K20	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:125625	DD	SE	ENSG00000172456	FGGY	21	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:125656	DD	SE	ENSG00000015153	YAF2	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:125866	DD	SE	ENSG00000009765	IYD	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:125946	DD	SE	ENSG00000164088	PPM1M	14	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:125954	DD	SE	ENSG00000159202	UBE2Z	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:126000	DD	SE	ENSG00000122484	RPAP2	5	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:126019	DD	SE	ENSG00000115966	ATF2	2	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:126143	DD	SE	ENSG00000118873	RAB3GAP2	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:126196	DD	SE	ENSG00000104824	HNRNPL	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:126211	DD	SE	ENSG00000037042	TUBG2	4	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:126383	DD	SE	ENSG00000018510	AGPS	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:126443	DD	SE	ENSG00000132541	RIDA	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:126445	DD	SE	ENSG00000132541	RIDA	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:126575	DD	SE	ENSG00000180228	PRKRA	4	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:126605	DD	SE	ENSG00000180228	PRKRA	3	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:126856	DD	SE	ENSG00000161542	PRPSAP1	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:126872	DD	SE	ENSG00000122068	FYTTD1	1	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:126978	DD	SE	ENSG00000065548	ZC3H15	1	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:127110	DD	SE	ENSG00000064419	TNPO3	1	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:127123	DD	SE	ENSG00000186501	TMEM222	2	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:127352	DD	SE	ENSG00000173559	NABP1	3	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:127390	DD	SE	ENSG00000183696	UPP1	6	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:127397	DD	SE	ENSG00000183696	UPP1	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:127408	DD	SE	ENSG00000183696	UPP1	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:127410	DD	SE	ENSG00000183696	UPP1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:127517	DD	SE	ENSG00000068912	ERLEC1	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:127624	DD	SE	ENSG00000115524	SF3B1	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:127634	DD	SE	ENSG00000115421	PAPOLG	6	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:127808	DD	SE	ENSG00000116459	ATP5PB	1	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:127871	DD	SE	ENSG00000169251	NMD3	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:127892	DD	SE	ENSG00000171469	ZNF561	3	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:127894	DD	SE	ENSG00000171469	ZNF561	1	1	TRUE	FALSE	TRUE	FALSE	NA	TRUE	FALSE
DD:SE:128173	DD	SE	ENSG00000240344	PPIL3	2	16	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:128191	DD	SE	ENSG00000240344	PPIL3	3	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:128193	DD	SE	ENSG00000240344	PPIL3	3	10	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:128276	DD	SE	ENSG00000102967	DHODH	2	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:128283	DD	SE	ENSG00000102967	DHODH	2	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:128342	DD	SE	ENSG00000064012	CASP8	10	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:128755	DD	SE	ENSG00000127419	TMEM175	5	4	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:128878	DD	SE	ENSG00000138443	ABI2	8	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:128953	DD	SE	ENSG00000114423	CBLB	6	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:128974	DD	SE	ENSG00000146223	RPL7L1	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:129278	DD	SE	ENSG00000164062	APEH	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:129284	DD	SE	ENSG00000164062	APEH	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:129333	DD	SE	ENSG00000197713	RPE	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:129339	DD	SE	ENSG00000197713	RPE	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:129396	DD	SE	ENSG00000127452	FBXL12	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:129459	DD	SE	ENSG00000085433	WDR47	8	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:129557	DD	SE	ENSG00000138376	BARD1	6	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:129808	DD	SE	ENSG00000164465	DCBLD1	8	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:129879	DD	SE	ENSG00000151445	VIPAS39	5	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:129953	DD	SE	ENSG00000197121	PGAP1	19	12	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:130028	DD	SE	ENSG00000057019	DCBLD2	5	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:130664	DD	SE	ENSG00000116120	FARSB	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:130720	DD	SE	ENSG00000162735	PEX19	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:131015	DD	SE	ENSG00000028203	VEZT	5	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:131178	DD	SE	ENSG00000147854	UHRF2	6	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:131257	DD	SE	ENSG00000156795	NTAQ1	2	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:131412	DD	SE	ENSG00000135503	ACVR1B	4	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:131496	DD	SE	ENSG00000187091	PLCD1	7	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:131615	DD	SE	ENSG00000137965	IFI44	5	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:131620	DD	SE	ENSG00000137965	IFI44	4	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:132082	DD	SE	ENSG00000123485	HJURP	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:132086	DD	SE	ENSG00000123485	HJURP	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:132135	DD	SE	ENSG00000117419	ERI3	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:132159	DD	SE	ENSG00000164124	TMEM144	16	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:132164	DD	SE	ENSG00000164124	TMEM144	14	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:132329	DD	SE	ENSG00000132330	SCLY	3	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:132402	DD	SE	ENSG00000125450	NUP85	3	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:132421	DD	SE	ENSG00000125450	NUP85	1	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:132653	DD	SE	ENSG00000177302	TOP3A	8	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:132830	DD	SE	ENSG00000046651	OFD1	1	10	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:133094	DD	SE	ENSG00000062598	ELMO2	6	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:133096	DD	SE	ENSG00000062598	ELMO2	6	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:133540	DD	SE	ENSG00000117543	DPH5	7	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:133718	DD	SE	ENSG00000085999	RAD54L	21	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:133738	DD	SE	ENSG00000288701	PRRC2B	5	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:133897	DD	SE	ENSG00000134109	EDEM1	7	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:133961	DD	SE	ENSG00000132698	RAB25	1	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:SE:134140	DD	SE	ENSG00000156983	BRPF1	1	8	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:134373	DD	SE	ENSG00000204568	MRPS18B	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:134512	DD	SE	ENSG00000188313	PLSCR1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:134569	DD	SE	ENSG00000060971	ACAA1	3	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:134615	DD	SE	ENSG00000115827	DCAF17	2	21	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:134843	DD	SE	ENSG00000154767	XPC	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:134993	DD	SE	ENSG00000132589	FLOT2	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:134996	DD	SE	ENSG00000132589	FLOT2	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:134998	DD	SE	ENSG00000132589	FLOT2	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:135063	DD	SE	ENSG00000168404	MLKL	3	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:135191	DD	SE	ENSG00000142330	CAPN10	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:135280	DD	SE	ENSG00000131373	HACL1	8	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:135296	DD	SE	ENSG00000131373	HACL1	4	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:135385	DD	SE	ENSG00000198912	C1orf174	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:135726	DD	SE	ENSG00000152763	DNAI4	10	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:135776	DD	SE	ENSG00000198270	TMEM116	2	12	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:135936	DD	SE	ENSG00000137760	ALKBH8	7	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:135942	DD	SE	ENSG00000137760	ALKBH8	14	8	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:136025	DD	SE	ENSG00000077097	TOP2B	7	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:136120	DD	SE	ENSG00000033867	SLC4A7	10	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:136228	DD	SE	ENSG00000163512	AZI2	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:136264	DD	SE	ENSG00000160201	U2AF1	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:136328	DD	SE	ENSG00000126698	DNAJC8	2	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:136340	DD	SE	ENSG00000126698	DNAJC8	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:SE:136369	DD	SE	ENSG00000155252	PI4K2A	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:136524	DD	SE	ENSG00000170954	ZNF415	4	7	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:136578	DD	SE	ENSG00000121680	PEX16	6	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:SE:136716	DD	SE	ENSG00000124155	PIGT	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:SE:136854	DD	SE	ENSG00000153560	UBP1	1	9	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:SE:136997	DD	SE	ENSG00000006695	COX10	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
