comparator_isoform_id	nmdep_rule_score	nmdep_rule_leaf	nmdep_rule_call
ENSG00000160191.19.novel1	0	last_exon	escape
ENSG00000160191.19.novel4	0.65	trigger_nmd	trigger
ENSG00000160193.13.novel1	0.65	trigger_nmd	trigger
ENSG00000160226.16.novel10	0.65	trigger_nmd	trigger
ENSG00000160310.21.novel2	0	last_exon	escape
ENSG00000160325.16.novel2	0	last_exon	escape
ENSG00000160326.15.novel8	0.65	trigger_nmd	trigger
ENSG00000160408.17.novel1	0.65	trigger_nmd	trigger
ENSG00000160439.16.novel71	0.65	trigger_nmd	trigger
ENSG00000160439.16.novel8	0	last_exon	escape
ENSG00000160613.16.novel2	0.65	trigger_nmd	trigger
ENSG00000160613.16.novel48	0	last_exon	escape
ENSG00000160691.20.novel7	0.41	long_exon	escape
ENSG00000160803.9.novel1	0	last_exon	escape
ENSG00000160803.9.novel4	0.65	trigger_nmd	trigger
ENSG00000160813.8.novel2	0	last_exon	escape
ENSG00000160961.13.novel1	0	last_exon	escape
ENSG00000160961.13.novel5	0.65	trigger_nmd	trigger
ENSG00000160972.11.novel1	0	last_exon	escape
ENSG00000160972.11.novel3	0.65	trigger_nmd	trigger
ENSG00000161202.21.novel1	0	last_exon	escape
ENSG00000161202.21.novel4	0.65	trigger_nmd	trigger
ENSG00000161265.15.novel1	0.65	trigger_nmd	trigger
ENSG00000161265.15.novel6	0	last_exon	escape
ENSG00000161558.12.novel1	0	last_exon	escape
ENSG00000161558.12.novel4	0	last_exon	escape
ENSG00000161654.11.novel5	0.65	trigger_nmd	trigger
ENSG00000161800.14.novel11	0.65	trigger_nmd	trigger
ENSG00000162066.17.novel2	0.65	trigger_nmd	trigger
ENSG00000162069.17.novel2	0.41	long_exon	escape
ENSG00000162129.16.novel3	0.65	trigger_nmd	trigger
ENSG00000162341.19.novel1	0.65	trigger_nmd	trigger
ENSG00000162373.14.novel2	0.65	trigger_nmd	trigger
ENSG00000162373.14.novel3	0	last_exon	escape
ENSG00000162385.12.novel2	0.65	trigger_nmd	trigger
ENSG00000162434.15.novel4	0	last_exon	escape
ENSG00000162434.15.novel5	0	last_exon	escape
ENSG00000162458.14.novel2	0	last_exon	escape
ENSG00000162601.13.novel1	0	last_exon	escape
ENSG00000162601.13.novel14	0.65	trigger_nmd	trigger
ENSG00000162695.14.novel2	0.65	trigger_nmd	trigger
ENSG00000162723.10.novel1	0.65	trigger_nmd	trigger
ENSG00000162852.15.novel1	0	last_exon	escape
ENSG00000162852.15.novel7	0.65	trigger_nmd	trigger
ENSG00000162869.17.novel4	0.65	trigger_nmd	trigger
ENSG00000162885.15.novel1	0	last_exon	escape
ENSG00000162885.15.novel3	0.65	trigger_nmd	trigger
ENSG00000163001.13.novel2	0.65	trigger_nmd	trigger
ENSG00000163001.13.novel6	0	last_exon	escape
ENSG00000163040.16.novel1	0	last_exon	escape
ENSG00000163040.16.novel3	0.65	trigger_nmd	trigger
ENSG00000163072.17.novel1	0.65	trigger_nmd	trigger
ENSG00000163141.21.novel25	0.65	trigger_nmd	trigger
ENSG00000163249.14.novel1	0.41	long_exon	escape
ENSG00000163291.15.novel2	0.65	trigger_nmd	trigger
ENSG00000163312.12.novel3	0.65	trigger_nmd	trigger
ENSG00000163472.20.novel63	0.41	long_exon	escape
ENSG00000163521.17.novel5	0	last_exon	escape
ENSG00000163521.17.novel73	0.65	trigger_nmd	trigger
ENSG00000163558.14.novel1	0.65	trigger_nmd	trigger
ENSG00000163608.16.novel2	0.65	trigger_nmd	trigger
ENSG00000163687.15.novel1	0	last_exon	escape
ENSG00000163687.15.novel2	0	last_exon	escape
ENSG00000163701.20.novel2	0.65	trigger_nmd	trigger
ENSG00000163762.8.novel1	0.65	trigger_nmd	trigger
ENSG00000163785.15.novel2	0.65	trigger_nmd	trigger
ENSG00000163867.18.novel26	0	last_exon	escape
ENSG00000163898.11.novel64	0.41	long_exon	escape
ENSG00000163918.13.novel2	0	last_exon	escape
ENSG00000163918.13.novel8	0.65	trigger_nmd	trigger
ENSG00000163960.14.novel1	0	last_exon	escape
ENSG00000164074.18.novel1	0	last_exon	escape
ENSG00000164074.18.novel3	0.65	trigger_nmd	trigger
ENSG00000164077.16.novel2	0.41	long_exon	escape
ENSG00000164087.9.novel2	0.65	trigger_nmd	trigger
ENSG00000164162.15.novel2	0.65	trigger_nmd	trigger
ENSG00000164171.12.novel31	0	last_exon	escape
ENSG00000164171.12.novel4	0	last_exon	escape
ENSG00000164253.15.novel12	0.65	trigger_nmd	trigger
ENSG00000164253.15.novel2	0	last_exon	escape
ENSG00000164300.19.novel1	0	last_exon	escape
ENSG00000164300.19.novel6	0.65	trigger_nmd	trigger
ENSG00000164307.14.novel3	0.65	trigger_nmd	trigger
ENSG00000164308.19.novel1	0	last_exon	escape
ENSG00000164308.19.novel3	0.65	trigger_nmd	trigger
ENSG00000164329.16.novel3	0.65	trigger_nmd	trigger
ENSG00000164347.19.novel1	0	last_exon	escape
ENSG00000164347.19.novel2	0.65	trigger_nmd	trigger
ENSG00000164494.13.novel3	0.65	trigger_nmd	trigger
ENSG00000164548.13.novel2	0	last_exon	escape
ENSG00000164548.13.novel4	0	last_exon	escape
ENSG00000164761.10.novel1	0.65	trigger_nmd	trigger
ENSG00000164761.10.novel3	0	last_exon	escape
ENSG00000164815.12.novel1	0.65	trigger_nmd	trigger
ENSG00000164929.18.novel8	0.65	trigger_nmd	trigger
ENSG00000164941.15.novel1	0.65	trigger_nmd	trigger
ENSG00000164941.15.novel2	0	last_exon	escape
ENSG00000165304.9.novel9	0.65	trigger_nmd	trigger
ENSG00000165338.17.novel1	0.65	trigger_nmd	trigger
ENSG00000165476.15.novel1	0.65	trigger_nmd	trigger
ENSG00000165476.15.novel15	0	last_exon	escape
ENSG00000165501.18.novel1	0	last_exon	escape
ENSG00000165501.18.novel4	0.65	trigger_nmd	trigger
ENSG00000165591.8.novel5	0.65	trigger_nmd	trigger
ENSG00000165733.9.novel50	0.65	trigger_nmd	trigger
ENSG00000165891.17.novel2	0.65	trigger_nmd	trigger
ENSG00000165891.17.novel7	0	last_exon	escape
ENSG00000165905.19.novel5	0.65	trigger_nmd	trigger
ENSG00000165915.15.novel1	0.65	trigger_nmd	trigger
ENSG00000165915.15.novel3	0	last_exon	escape
ENSG00000165948.12.novel1	0.2	50nt_rule	escape
ENSG00000165948.12.novel2	0	last_exon	escape
ENSG00000166123.15.novel1	0.65	trigger_nmd	trigger
ENSG00000166164.17.novel4	0.65	trigger_nmd	trigger
ENSG00000166197.18.novel3	0.65	trigger_nmd	trigger
ENSG00000166311.11.novel4	0	last_exon	escape
ENSG00000166484.21.novel1	0.41	long_exon	escape
ENSG00000166529.17.novel1	0	last_exon	escape
ENSG00000166529.17.novel3	0.65	trigger_nmd	trigger
ENSG00000166780.12.novel6	0	last_exon	escape
ENSG00000166780.12.novel7	0.65	trigger_nmd	trigger
ENSG00000166855.10.novel1	0.65	trigger_nmd	trigger
ENSG00000166855.10.novel43	0	last_exon	escape
ENSG00000166881.11.novel2	0.65	trigger_nmd	trigger
ENSG00000166881.11.novel3	0	last_exon	escape
ENSG00000167113.12.novel1	0.65	trigger_nmd	trigger
ENSG00000167113.12.novel4	0	last_exon	escape
ENSG00000167302.12.novel1	0.65	trigger_nmd	trigger
ENSG00000167302.12.novel2	0	last_exon	escape
ENSG00000167306.22.novel3	0	last_exon	escape
ENSG00000167306.22.novel6	0.65	trigger_nmd	trigger
ENSG00000167515.12.novel4	0.41	long_exon	escape
ENSG00000167528.14.novel1	0.65	trigger_nmd	trigger
ENSG00000167555.15.novel3	0	last_exon	escape
ENSG00000167555.15.novel9	0.65	trigger_nmd	trigger
ENSG00000167600.15.novel1	0	last_exon	escape
ENSG00000167600.15.novel2	0.65	trigger_nmd	trigger
ENSG00000167608.13.novel2	0.65	trigger_nmd	trigger
ENSG00000167608.13.novel3	0.65	trigger_nmd	trigger
ENSG00000167703.16.novel1	0.65	trigger_nmd	trigger
ENSG00000167861.17.novel5	0.65	trigger_nmd	trigger
ENSG00000168066.23.novel2	0.65	trigger_nmd	trigger
ENSG00000168216.14.novel1	0.65	trigger_nmd	trigger
ENSG00000168216.14.novel3	0	last_exon	escape
ENSG00000168297.17.novel1	0	last_exon	escape
ENSG00000168297.17.novel4	0.65	trigger_nmd	trigger
ENSG00000168389.19.novel1	0	last_exon	escape
ENSG00000168389.19.novel2	0.65	trigger_nmd	trigger
ENSG00000168476.13.novel1	0.41	long_exon	escape
ENSG00000168495.14.novel2	0.65	trigger_nmd	trigger
ENSG00000168522.14.novel7	0	last_exon	escape
ENSG00000168575.12.novel3	0.65	trigger_nmd	trigger
ENSG00000168724.19.novel1	0	last_exon	escape
ENSG00000168724.19.novel7	0.65	trigger_nmd	trigger
ENSG00000168826.17.novel1	0.65	trigger_nmd	trigger
ENSG00000168826.17.novel3	0	last_exon	escape
ENSG00000168883.21.novel1	0.65	trigger_nmd	trigger
ENSG00000169087.12.novel1	0	last_exon	escape
ENSG00000169087.12.novel3	0.65	trigger_nmd	trigger
ENSG00000169251.14.novel2	0	last_exon	escape
ENSG00000169251.14.novel3	0.65	trigger_nmd	trigger
ENSG00000169410.12.novel11	0.65	trigger_nmd	trigger
ENSG00000169410.12.novel8	0	last_exon	escape
ENSG00000169621.12.novel1	0.65	trigger_nmd	trigger
ENSG00000169621.12.novel4	0	last_exon	escape
ENSG00000169733.13.novel1	0.65	trigger_nmd	trigger
ENSG00000169733.13.novel9	0	last_exon	escape
ENSG00000169762.18.novel13	0	last_exon	escape
ENSG00000169902.16.novel8	0.65	trigger_nmd	trigger
ENSG00000169972.14.novel1	0	last_exon	escape
ENSG00000169972.14.novel4	0.41	long_exon	escape
ENSG00000170242.20.novel4	0.65	trigger_nmd	trigger
ENSG00000170412.19.novel2	0.2	50nt_rule	escape
ENSG00000170477.13.novel1	0	last_exon	escape
ENSG00000170477.13.novel5	0.65	trigger_nmd	trigger
ENSG00000170537.14.novel1	0.65	trigger_nmd	trigger
ENSG00000170542.8.novel1	0.65	trigger_nmd	trigger
ENSG00000170542.8.novel45	0	last_exon	escape
ENSG00000170581.16.novel3	0.65	trigger_nmd	trigger
ENSG00000170949.19.novel2	0.65	trigger_nmd	trigger
ENSG00000171055.16.novel7	0	last_exon	escape
ENSG00000171100.17.novel2	0.65	trigger_nmd	trigger
ENSG00000171103.12.novel1	0	last_exon	escape
ENSG00000171103.12.novel3	0.65	trigger_nmd	trigger
ENSG00000171307.20.novel2	0.65	trigger_nmd	trigger
ENSG00000171401.16.novel1	0.65	trigger_nmd	trigger
ENSG00000171401.16.novel12	0	last_exon	escape
ENSG00000171462.16.novel2	0	last_exon	escape
ENSG00000171462.16.novel3	0.65	trigger_nmd	trigger
ENSG00000171475.15.novel1	0	last_exon	escape
ENSG00000171606.19.novel2	0.65	trigger_nmd	trigger
ENSG00000171606.19.novel72	0	last_exon	escape
ENSG00000171861.12.novel1	0	last_exon	escape
ENSG00000171903.18.novel1	0.65	trigger_nmd	trigger
ENSG00000172062.18.novel1	0	last_exon	escape
ENSG00000172062.18.novel3	0.65	trigger_nmd	trigger
ENSG00000172216.7.novel1	0.41	long_exon	escape
ENSG00000172216.7.novel2	0	last_exon	escape
ENSG00000172243.19.novel1	0.2	50nt_rule	escape
ENSG00000172243.19.novel3	0.65	trigger_nmd	trigger
ENSG00000172331.13.novel14	0	last_exon	escape
ENSG00000172375.15.novel1	0.65	trigger_nmd	trigger
ENSG00000172530.23.novel2	0.65	trigger_nmd	trigger
ENSG00000172594.14.novel4	0.65	trigger_nmd	trigger
ENSG00000172939.10.novel1	0.65	trigger_nmd	trigger
ENSG00000172939.10.novel4	0	last_exon	escape
ENSG00000172977.14.novel5	0.65	trigger_nmd	trigger
ENSG00000172992.14.novel5	0	last_exon	escape
ENSG00000173145.12.novel15	0	last_exon	escape
ENSG00000173145.12.novel2	0.65	trigger_nmd	trigger
ENSG00000173156.8.novel41	0.65	trigger_nmd	trigger
ENSG00000173272.17.novel3	0.65	trigger_nmd	trigger
ENSG00000173540.15.novel72	0.41	long_exon	escape
ENSG00000173540.15.novel73	0	last_exon	escape
ENSG00000173889.17.novel2	0	last_exon	escape
ENSG00000173889.17.novel5	0.65	trigger_nmd	trigger
ENSG00000173926.7.novel1	0	last_exon	escape
ENSG00000173926.7.novel30	0	last_exon	escape
ENSG00000173933.22.novel5	0	last_exon	escape
ENSG00000174177.14.novel3	0.65	trigger_nmd	trigger
ENSG00000174227.17.novel4	0.65	trigger_nmd	trigger
ENSG00000174428.20.novel1	0.2	50nt_rule	escape
ENSG00000174428.20.novel5	0	last_exon	escape
ENSG00000174442.13.novel1	0.65	trigger_nmd	trigger
ENSG00000174483.21.novel2	0	last_exon	escape
ENSG00000174483.21.novel6	0.65	trigger_nmd	trigger
ENSG00000174842.18.novel1	0.65	trigger_nmd	trigger
ENSG00000174842.18.novel2	0	last_exon	escape
ENSG00000174915.13.novel1	0.65	trigger_nmd	trigger
ENSG00000174915.13.novel2	0.65	trigger_nmd	trigger
ENSG00000174943.12.novel3	0.65	trigger_nmd	trigger
ENSG00000174989.15.novel3	0.65	trigger_nmd	trigger
ENSG00000175137.12.novel2	0.65	trigger_nmd	trigger
ENSG00000175215.11.novel1	0	last_exon	escape
ENSG00000175215.11.novel3	0.65	trigger_nmd	trigger
ENSG00000175221.17.novel1	0.65	trigger_nmd	trigger
ENSG00000175287.20.novel10	0.65	trigger_nmd	trigger
ENSG00000175287.20.novel22	0	last_exon	escape
ENSG00000175782.12.novel2	0	last_exon	escape
ENSG00000176142.14.novel1	0	last_exon	escape
ENSG00000176142.14.novel2	0.65	trigger_nmd	trigger
ENSG00000176148.17.novel4	0.65	trigger_nmd	trigger
ENSG00000176390.13.novel2	0	last_exon	escape
ENSG00000176390.13.novel3	0.65	trigger_nmd	trigger
ENSG00000176531.13.novel5	0.65	trigger_nmd	trigger
ENSG00000176783.16.novel1	0.65	trigger_nmd	trigger
ENSG00000176783.16.novel4	0	last_exon	escape
ENSG00000176853.17.novel2	0.65	trigger_nmd	trigger
ENSG00000176953.14.novel1	0	last_exon	escape
ENSG00000176953.14.novel2	0.65	trigger_nmd	trigger
ENSG00000177054.15.novel2	0.65	trigger_nmd	trigger
ENSG00000177106.18.novel1	0	last_exon	escape
ENSG00000177106.18.novel6	0.65	trigger_nmd	trigger
ENSG00000177302.17.novel2	0.65	trigger_nmd	trigger
ENSG00000177427.14.novel1	0.65	trigger_nmd	trigger
ENSG00000177548.14.novel1	0.41	long_exon	escape
ENSG00000177663.16.novel1	0.65	trigger_nmd	trigger
ENSG00000177731.17.novel2	0.65	trigger_nmd	trigger
ENSG00000177989.15.novel1	0	last_exon	escape
ENSG00000177989.15.novel7	0.41	long_exon	escape
ENSG00000178026.14.novel3	0.41	long_exon	escape
ENSG00000178149.18.novel8	0.65	trigger_nmd	trigger
ENSG00000178177.18.novel1	0.65	trigger_nmd	trigger
ENSG00000178694.10.novel1	0.65	trigger_nmd	trigger
ENSG00000178694.10.novel2	0	last_exon	escape
ENSG00000178971.18.novel1	0.65	trigger_nmd	trigger
ENSG00000178999.14.novel1	0.65	trigger_nmd	trigger
ENSG00000178999.14.novel4	0	last_exon	escape
ENSG00000179262.11.novel1	0.65	trigger_nmd	trigger
ENSG00000179335.21.novel1	0.65	trigger_nmd	trigger
ENSG00000179335.21.novel8	0	last_exon	escape
ENSG00000179344.18.novel7	0.65	trigger_nmd	trigger
ENSG00000179593.17.novel5	0	last_exon	escape
ENSG00000179593.17.novel8	0.65	trigger_nmd	trigger
ENSG00000179630.12.novel5	0.65	trigger_nmd	trigger
ENSG00000181031.17.novel2	0	last_exon	escape
ENSG00000181031.17.novel4	0	last_exon	escape
ENSG00000181481.15.novel1	0.65	trigger_nmd	trigger
ENSG00000181513.16.novel1	0	last_exon	escape
ENSG00000181513.16.novel2	0.65	trigger_nmd	trigger
ENSG00000181523.14.novel2	0	last_exon	escape
ENSG00000182087.15.novel1	0	last_exon	escape
ENSG00000182087.15.novel4	0.65	trigger_nmd	trigger
ENSG00000182196.15.novel3	0.65	trigger_nmd	trigger
ENSG00000182325.12.novel1	0.41	long_exon	escape
ENSG00000182858.15.novel1	0.65	trigger_nmd	trigger
ENSG00000182858.15.novel2	0	last_exon	escape
ENSG00000182872.17.novel1	0.65	trigger_nmd	trigger
ENSG00000183386.12.novel1	0.65	trigger_nmd	trigger
ENSG00000183474.17.novel2	0.65	trigger_nmd	trigger
ENSG00000183486.15.novel11	0	last_exon	escape
ENSG00000183486.15.novel2	0.65	trigger_nmd	trigger
ENSG00000183569.19.novel1	0.65	trigger_nmd	trigger
ENSG00000183576.14.novel1	0.65	trigger_nmd	trigger
ENSG00000183735.12.novel44	0	last_exon	escape
ENSG00000183763.10.novel1	0.65	trigger_nmd	trigger
ENSG00000183763.10.novel2	0	last_exon	escape
ENSG00000183963.20.novel1	0.65	trigger_nmd	trigger
ENSG00000184164.16.novel1	0.65	trigger_nmd	trigger
ENSG00000184205.15.novel1	0.65	trigger_nmd	trigger
ENSG00000184205.15.novel3	0	last_exon	escape
ENSG00000184402.15.novel1	0.65	trigger_nmd	trigger
ENSG00000184402.15.novel5	0	last_exon	escape
ENSG00000184497.14.novel1	0.65	trigger_nmd	trigger
ENSG00000184584.15.novel1	0	last_exon	escape
ENSG00000184743.14.novel1	0	last_exon	escape
ENSG00000184743.14.novel2	0.65	trigger_nmd	trigger
ENSG00000184887.15.novel3	0.2	50nt_rule	escape
ENSG00000184979.13.novel1	0	last_exon	escape
ENSG00000184979.13.novel4	0.65	trigger_nmd	trigger
ENSG00000185000.13.novel1	0	last_exon	escape
ENSG00000185000.13.novel11	0.65	trigger_nmd	trigger
ENSG00000185009.14.novel1	0.65	trigger_nmd	trigger
ENSG00000185163.11.novel1	0.65	trigger_nmd	trigger
ENSG00000185163.11.novel6	0	last_exon	escape
ENSG00000185324.23.novel1	0	last_exon	escape
ENSG00000185324.23.novel2	0.65	trigger_nmd	trigger
ENSG00000185347.20.novel4	0.65	trigger_nmd	trigger
ENSG00000185386.16.novel1	0.65	trigger_nmd	trigger
ENSG00000185386.16.novel2	0	last_exon	escape
ENSG00000185404.18.novel2	0.65	trigger_nmd	trigger
ENSG00000185418.17.novel1	0.65	trigger_nmd	trigger
ENSG00000185418.17.novel2	0	last_exon	escape
ENSG00000185480.13.novel42	0	last_exon	escape
ENSG00000185480.13.novel53	0.65	trigger_nmd	trigger
ENSG00000185507.22.novel2	0.65	trigger_nmd	trigger
ENSG00000185753.14.novel21	0.41	long_exon	escape
ENSG00000186010.20.novel2	0.41	long_exon	escape
ENSG00000186073.15.novel1	0.2	50nt_rule	escape
ENSG00000186088.17.novel2	0	last_exon	escape
ENSG00000186088.17.novel7	0.65	trigger_nmd	trigger
ENSG00000186204.16.novel1	0	last_exon	escape
ENSG00000186204.16.novel2	0.65	trigger_nmd	trigger
ENSG00000186314.13.novel4	0.41	long_exon	escape
ENSG00000186314.13.novel5	0	last_exon	escape
ENSG00000186364.13.novel13	0.65	trigger_nmd	trigger
ENSG00000186364.13.novel3	0	last_exon	escape
ENSG00000186448.16.novel1	0.65	trigger_nmd	trigger
ENSG00000186522.16.novel2	0.65	trigger_nmd	trigger
ENSG00000186567.15.novel1	0	last_exon	escape
ENSG00000186567.15.novel3	0.65	trigger_nmd	trigger
ENSG00000186812.14.novel1	0.65	trigger_nmd	trigger
ENSG00000186832.9.novel2	0.41	long_exon	escape
ENSG00000186832.9.novel3	0	last_exon	escape
ENSG00000186866.18.novel6	0	last_exon	escape
ENSG00000186908.16.novel1	0	last_exon	escape
ENSG00000186908.16.novel3	0.65	trigger_nmd	trigger
ENSG00000187097.14.novel3	0.65	trigger_nmd	trigger
ENSG00000187118.15.novel1	0.65	trigger_nmd	trigger
ENSG00000187325.6.novel1	0	last_exon	escape
ENSG00000187630.19.novel2	0.2	50nt_rule	escape
ENSG00000187630.19.novel3	0.65	trigger_nmd	trigger
ENSG00000187735.17.novel2	0.65	trigger_nmd	trigger
ENSG00000187961.16.novel1	0.65	trigger_nmd	trigger
ENSG00000187961.16.novel6	0.41	long_exon	escape
ENSG00000188130.15.novel2	0	last_exon	escape
ENSG00000188343.15.novel3	0.65	trigger_nmd	trigger
ENSG00000188343.15.novel4	0	last_exon	escape
ENSG00000189050.17.novel18	0.65	trigger_nmd	trigger
ENSG00000189050.17.novel20	0	last_exon	escape
ENSG00000189152.12.novel1	0	last_exon	escape
ENSG00000196387.11.novel1	0	last_exon	escape
ENSG00000196428.14.novel1	0.65	trigger_nmd	trigger
ENSG00000196476.13.novel1	0.41	long_exon	escape
ENSG00000196476.13.novel3	0.41	long_exon	escape
ENSG00000196505.12.novel3	0	last_exon	escape
ENSG00000196505.12.novel6	0.65	trigger_nmd	trigger
ENSG00000196652.13.novel1	0.41	long_exon	escape
ENSG00000196705.9.novel4	0.65	trigger_nmd	trigger
ENSG00000196792.13.novel1	0	last_exon	escape
ENSG00000196873.17.novel1	0.65	trigger_nmd	trigger
ENSG00000196911.13.novel4	0.65	trigger_nmd	trigger
ENSG00000196998.20.novel5	0.65	trigger_nmd	trigger
ENSG00000197024.10.novel1	0	last_exon	escape
ENSG00000197024.10.novel11	0	last_exon	escape
ENSG00000197142.12.novel5	0.65	trigger_nmd	trigger
ENSG00000197150.14.novel1	0	last_exon	escape
ENSG00000197150.14.novel4	0.65	trigger_nmd	trigger
ENSG00000197355.12.novel1	0.65	trigger_nmd	trigger
ENSG00000197355.12.novel9	0	last_exon	escape
ENSG00000197601.16.novel2	0.65	trigger_nmd	trigger
ENSG00000197601.16.novel3	0	last_exon	escape
ENSG00000197763.20.novel1	0	last_exon	escape
ENSG00000197763.20.novel2	0.65	trigger_nmd	trigger
ENSG00000197771.14.novel3	0.65	trigger_nmd	trigger
ENSG00000197798.10.novel1	0.65	trigger_nmd	trigger
ENSG00000197860.11.novel3	0.65	trigger_nmd	trigger
ENSG00000197872.12.novel3	0.65	trigger_nmd	trigger
ENSG00000198001.17.novel1	0	last_exon	escape
ENSG00000198001.17.novel5	0.65	trigger_nmd	trigger
ENSG00000198026.9.novel1	0	last_exon	escape
ENSG00000198060.11.novel1	0.65	trigger_nmd	trigger
ENSG00000198060.11.novel2	0.65	trigger_nmd	trigger
ENSG00000198185.13.novel1	0.65	trigger_nmd	trigger
ENSG00000198185.13.novel2	0	last_exon	escape
ENSG00000198203.11.novel1	0.65	trigger_nmd	trigger
ENSG00000198276.17.novel1	0.65	trigger_nmd	trigger
ENSG00000198408.15.novel1	0.65	trigger_nmd	trigger
ENSG00000198408.15.novel48	0	last_exon	escape
ENSG00000198612.12.novel1	0.65	trigger_nmd	trigger
ENSG00000198690.11.novel3	0.65	trigger_nmd	trigger
ENSG00000198814.15.novel9	0.65	trigger_nmd	trigger
ENSG00000198858.11.novel1	0.65	trigger_nmd	trigger
ENSG00000198858.11.novel2	0	last_exon	escape
ENSG00000203697.13.novel4	0.65	trigger_nmd	trigger
ENSG00000203791.16.novel1	0.65	trigger_nmd	trigger
ENSG00000203837.5.novel2	0	last_exon	escape
ENSG00000203837.5.novel7	0.65	trigger_nmd	trigger
ENSG00000204130.15.novel1	0.65	trigger_nmd	trigger
ENSG00000204256.16.novel43	0	last_exon	escape
ENSG00000204256.16.novel73	0.65	trigger_nmd	trigger
ENSG00000204257.16.novel34	0.41	long_exon	escape
ENSG00000204348.11.novel1	0.65	trigger_nmd	trigger
ENSG00000204394.14.novel1	0	last_exon	escape
ENSG00000204394.14.novel2	0.65	trigger_nmd	trigger
ENSG00000204498.11.novel2	0.65	trigger_nmd	trigger
ENSG00000204576.13.novel8	0	last_exon	escape
ENSG00000204599.17.novel3	0	last_exon	escape
ENSG00000204604.14.novel9	0.65	trigger_nmd	trigger
ENSG00000204634.14.novel1	0	last_exon	escape
ENSG00000204634.14.novel6	0.65	trigger_nmd	trigger
ENSG00000204642.15.novel5	0.65	trigger_nmd	trigger
ENSG00000204842.19.novel15	0.65	trigger_nmd	trigger
ENSG00000204859.14.novel12	0	last_exon	escape
ENSG00000204859.14.novel4	0	last_exon	escape
ENSG00000205250.10.novel4	0	last_exon	escape
ENSG00000205250.10.novel83	0.41	long_exon	escape
ENSG00000205571.16.novel3	0.65	trigger_nmd	trigger
ENSG00000213341.12.novel1	0.2	50nt_rule	escape
ENSG00000213341.12.novel4	0.65	trigger_nmd	trigger
ENSG00000213551.8.novel4	0.65	trigger_nmd	trigger
ENSG00000213551.8.novel5	0	last_exon	escape
ENSG00000213699.10.novel6	0.65	trigger_nmd	trigger
ENSG00000214050.9.novel4	0	last_exon	escape
ENSG00000214050.9.novel6	0.65	trigger_nmd	trigger
ENSG00000214063.13.novel1	0.65	trigger_nmd	trigger
ENSG00000214719.14.novel8	0.41	long_exon	escape
ENSG00000221968.10.novel2	0	last_exon	escape
ENSG00000221968.10.novel5	0.65	trigger_nmd	trigger
ENSG00000221978.14.novel1	0	last_exon	escape
ENSG00000221978.14.novel2	0.65	trigger_nmd	trigger
ENSG00000224945.1.novel3	0.41	long_exon	escape
ENSG00000224945.1.novel5	0.2	50nt_rule	escape
ENSG00000225921.8.novel28	0	last_exon	escape
ENSG00000225921.8.novel29	0.41	long_exon	escape
ENSG00000225950.10.novel2	0	last_exon	escape
ENSG00000225950.10.novel4	0	last_exon	escape
ENSG00000228696.13.novel2	0.65	trigger_nmd	trigger
ENSG00000234465.11.novel14	0	last_exon	escape
ENSG00000235173.7.novel1	0.41	long_exon	escape
ENSG00000235173.7.novel17	0.41	long_exon	escape
ENSG00000237651.8.novel2	0	last_exon	escape
ENSG00000240344.11.novel1	0.65	trigger_nmd	trigger
ENSG00000242028.9.novel4	0	last_exon	escape
ENSG00000242247.12.novel12	0.65	trigger_nmd	trigger
ENSG00000242247.12.novel22	0	last_exon	escape
ENSG00000243789.12.novel1	0.41	long_exon	escape
ENSG00000243789.12.novel2	0	last_exon	escape
ENSG00000244607.8.novel11	0	last_exon	escape
ENSG00000244607.8.novel6	0	last_exon	escape
ENSG00000256061.8.novel7	0.65	trigger_nmd	trigger
ENSG00000259024.7.novel2	0.2	50nt_rule	escape
ENSG00000259024.7.novel6	0.65	trigger_nmd	trigger
ENSG00000265681.9.novel3	0	last_exon	escape
ENSG00000266173.8.novel5	0.65	trigger_nmd	trigger
ENSG00000267796.9.novel1	0.65	trigger_nmd	trigger
ENSG00000268104.4.novel1	0	last_exon	escape
ENSG00000268104.4.novel2	0.65	trigger_nmd	trigger
ENSG00000268350.9.novel2	0	last_exon	escape
ENSG00000269335.8.novel63	0	last_exon	escape
ENSG00000273559.6.novel3	0.65	trigger_nmd	trigger
ENSG00000276234.6.novel3	0.2	50nt_rule	escape
ENSG00000276234.6.novel50	0.65	trigger_nmd	trigger
ENSG00000278259.6.novel5	0.65	trigger_nmd	trigger
ENSG00000280071.5.novel1	0	last_exon	escape
ENSG00000280071.5.novel4	0.65	trigger_nmd	trigger
ENSG00000290854.2.novel2	0	last_exon	escape
ENSG00000290854.2.novel4	0.65	trigger_nmd	trigger
ENSG00000291100.2.novel3	0	last_exon	escape
ENSG00000292358.3.novel1	0.41	long_exon	escape
ENSG00000292358.3.novel5	0.65	trigger_nmd	trigger
ENSG00000292366.2.novel3	0	last_exon	escape
ENSG00000293241.2.novel1	0	last_exon	escape
ENSG00000293241.2.novel2	0.65	trigger_nmd	trigger
ENSG00000293489.2.novel20	0	last_exon	escape
ENSG00000293489.2.novel30	0	last_exon	escape
ENSG00000293669.2.novel1	0.65	trigger_nmd	trigger
ENST00000006658.11	0	last_exon	escape
ENST00000159111.9	0	last_exon	escape
ENST00000175506.8	0	last_exon	escape
ENST00000202831.7	0	last_exon	escape
ENST00000206474.11	0	last_exon	escape
