comparator_isoform_id	gene_id	reference_isoform_id	comparison	distance	category	last_ejc_tx_pos	own_stop_tx_pos
ENSG00000136152.16.novel3	ENSG00000136152.16	ENST00000349995.10	NMD	2023	effectively_ptc	2568	545
ENSG00000136152.16.novel5	ENSG00000136152.16	ENST00000349995.10	Control	-94	truncated_no_ejc	1911	2005
ENSG00000136243.19.novel1	ENSG00000136243.19	ENST00000258742.10	NMD	124	effectively_ptc	938	814
ENSG00000136243.19.novel10	ENSG00000136243.19	ENST00000258742.10	Control	39	truncated_no_ejc	672	633
ENSG00000136536.16.novel2	ENSG00000136536.16	ENST00000856570.1	NMD	128	effectively_ptc	2545	2417
ENSG00000136643.13.novel1	ENSG00000136643.13	ENST00000366960.8	Control	-109	truncated_no_ejc	3167	3276
ENSG00000136783.11.novel1	ENSG00000136783.11	ENST00000374767.5	Control	-102	truncated_no_ejc	932	1034
ENSG00000136783.11.novel3	ENSG00000136783.11	ENST00000374767.5	NMD	326	effectively_ptc	942	616
ENSG00000136856.19.novel1	ENSG00000136856.19	ENST00000373371.8	Control	-16	truncated_no_ejc	1404	1420
ENSG00000136856.19.novel3	ENSG00000136856.19	ENST00000373371.8	NMD	447	effectively_ptc	1195	748
ENSG00000136877.17.novel52	ENSG00000136877.17	ENST00000373247.7	Control	-18	truncated_no_ejc	1583	1601
ENSG00000136878.15.novel1	ENSG00000136878.15	ENST00000372429.8	Control	18	no_downstream_ejc	2995	2977
ENSG00000136878.15.novel2	ENSG00000136878.15	ENST00000372429.8	NMD	2045	effectively_ptc	2916	871
ENSG00000137073.25.novel1	ENSG00000137073.25	ENST00000379238.7	NMD	2394	effectively_ptc	3366	972
ENSG00000137275.17.novel1	ENSG00000137275.17	ENST00000259808.9	NMD	1019	effectively_ptc	1880	861
ENSG00000137648.21.novel1	ENSG00000137648.21	ENST00000437212.8	NMD	147	effectively_ptc	1534	1387
ENSG00000137868.20.novel1	ENSG00000137868.20	ENST00000395105.9	NMD	-72	truncated_no_ejc	693	765
ENSG00000137942.19.novel1	ENSG00000137942.19	ENST00000370253.6	NMD	1180	effectively_ptc	1642	462
ENSG00000137955.17.novel3	ENSG00000137955.17	ENST00000319942.8	NMD	226	effectively_ptc	925	699
ENSG00000137955.17.novel7	ENSG00000137955.17	ENST00000319942.8	Control	1821	effectively_ptc	2081	260
ENSG00000137996.14.novel1	ENSG00000137996.14	ENST00000370128.9	NMD	857	effectively_ptc	1627	770
ENSG00000138018.19.novel1	ENSG00000138018.19	ENST00000260585.12	NMD	397	effectively_ptc	1189	792
ENSG00000138018.19.novel3	ENSG00000138018.19	ENST00000260585.12	Control	-172	truncated_no_ejc	752	924
ENSG00000138035.16.novel3	ENSG00000138035.16	ENST00000447944.7	Control	1957	effectively_ptc	2179	222
ENSG00000138035.16.novel6	ENSG00000138035.16	ENST00000447944.7	NMD	1249	effectively_ptc	2053	804
ENSG00000138131.5.novel1	ENSG00000138131.5	ENST00000260702.4	NMD	1217	effectively_ptc	2354	1137
ENSG00000138459.10.novel1	ENSG00000138459.10	ENST00000492406.6	Control	-64	no_downstream_ejc	2030	2094
ENSG00000138459.10.novel9	ENSG00000138459.10	ENST00000492406.6	NMD	271	effectively_ptc	1814	1543
ENSG00000138642.17.novel1	ENSG00000138642.17	ENST00000264346.12	Control	2477	effectively_ptc	2934	457
ENSG00000138642.17.novel3	ENSG00000138642.17	ENST00000264346.12	NMD	1117	effectively_ptc	2935	1818
ENSG00000138678.12.novel2	ENSG00000138678.12	ENST00000264409.5	NMD	875	effectively_ptc	1661	786
ENSG00000138785.17.novel2	ENSG00000138785.17	ENST00000451321.6	NMD	242	effectively_ptc	1088	846
ENSG00000138801.10.novel1	ENSG00000138801.10	ENST00000265174.5	Control	1472	effectively_ptc	2423	951
ENSG00000138801.10.novel2	ENSG00000138801.10	ENST00000265174.5	NMD	1566	effectively_ptc	2119	553
ENSG00000139163.17.novel1	ENSG00000139163.17	ENST00000266517.9	NMD	419	effectively_ptc	1431	1012
ENSG00000139372.15.novel10	ENSG00000139372.15	ENST00000392872.8	NMD	385	effectively_ptc	1294	909
ENSG00000139505.14.novel1	ENSG00000139505.14	ENST00000381801.6	Control	-128	truncated_no_ejc	1800	1928
ENSG00000139505.14.novel2	ENSG00000139505.14	ENST00000381801.6	NMD	256	effectively_ptc	1776	1520
ENSG00000139620.14.novel1	ENSG00000139620.14	ENST00000420613.7	NMD	766	effectively_ptc	1337	571
ENSG00000139620.14.novel2	ENSG00000139620.14	ENST00000420613.7	Control	-130	truncated_no_ejc	1343	1473
ENSG00000139626.17.novel1	ENSG00000139626.17	ENST00000267082.10	NMD	292	effectively_ptc	2482	2190
ENSG00000139636.17.novel1	ENSG00000139636.17	ENST00000267102.13	NMD	286	effectively_ptc	1695	1409
ENSG00000139651.12.novel1	ENSG00000139651.12	ENST00000416904.5	Control	620	effectively_ptc	1297	677
ENSG00000139651.12.novel2	ENSG00000139651.12	ENST00000416904.5	NMD	175	effectively_ptc	1791	1616
ENSG00000140299.15.novel1	ENSG00000140299.15	ENST00000607373.6	NMD	658	effectively_ptc	1505	847
ENSG00000140400.19.novel1	ENSG00000140400.19	ENST00000267978.10	NMD	2850	effectively_ptc	3315	465
ENSG00000140416.27.novel3	ENSG00000140416.27	ENST00000358278.7	NMD	193	effectively_ptc	1526	1333
ENSG00000140471.18.novel14	ENSG00000140471.18	ENST00000561308.5	NMD	1051	effectively_ptc	1749	698
ENSG00000140471.18.novel2	ENSG00000140471.18	ENST00000561308.5	Control	53	effectively_ptc	1585	1532
ENSG00000140563.17.novel1	ENSG00000140563.17	ENST00000357742.10	Control	-67	no_downstream_ejc	3276	3343
ENSG00000140563.17.novel4	ENSG00000140563.17	ENST00000357742.10	NMD	1314	effectively_ptc	3087	1773
ENSG00000140598.17.novel2	ENSG00000140598.17	ENST00000268206.12	NMD	1645	effectively_ptc	3429	1784
ENSG00000140598.17.novel50	ENSG00000140598.17	ENST00000268206.12	Control	-1016	truncated_no_ejc	2982	3998
ENSG00000140829.13.novel1	ENSG00000140829.13	ENST00000268482.8	NMD	963	effectively_ptc	3882	2919
ENSG00000140829.13.novel2	ENSG00000140829.13	ENST00000268482.8	Control	-221	truncated_no_ejc	721	942
ENSG00000140854.14.novel4	ENSG00000140854.14	ENST00000379661.8	NMD	978	effectively_ptc	2091	1113
ENSG00000140983.16.novel1	ENSG00000140983.16	ENST00000315082.9	NMD	1307	effectively_ptc	1832	525
ENSG00000140983.16.novel2	ENSG00000140983.16	ENST00000315082.9	Control	-125	truncated_no_ejc	1793	1918
ENSG00000140992.21.novel1	ENSG00000140992.21	ENST00000342085.9	NMD	742	effectively_ptc	1622	880
ENSG00000141198.17.novel5	ENSG00000141198.17	ENST00000575882.6	NMD	571	effectively_ptc	1483	912
ENSG00000141447.20.novel23	ENSG00000141447.20	ENST00000399443.7	NMD	650	effectively_ptc	1656	1006
ENSG00000141452.12.novel2	ENSG00000141452.12	ENST00000269221.8	NMD	1214	effectively_ptc	2160	946
ENSG00000142002.20.novel1	ENSG00000142002.20	ENST00000262960.14	NMD	287	effectively_ptc	3034	2747
ENSG00000142224.18.novel1	ENSG00000142224.18	ENST00000340758.7	Control	-412	no_downstream_ejc	626	1038
ENSG00000142224.18.novel2	ENSG00000142224.18	ENST00000340758.7	NMD	108	effectively_ptc	1150	1042
ENSG00000142273.14.novel1	ENSG00000142273.14	ENST00000647358.2	NMD	472	effectively_ptc	1379	907
ENSG00000142552.9.novel1	ENSG00000142552.9	ENST00000270645.8	NMD	316	effectively_ptc	890	574
ENSG00000142892.16.novel1	ENSG00000142892.16	ENST00000370812.8	NMD	694	effectively_ptc	983	289
ENSG00000142892.16.novel5	ENSG00000142892.16	ENST00000370812.8	Control	-35	truncated_no_ejc	277	312
ENSG00000142945.14.novel1	ENSG00000142945.14	ENST00000372224.9	Control	-81	truncated_no_ejc	2207	2288
ENSG00000142945.14.novel9	ENSG00000142945.14	ENST00000372224.9	NMD	752	effectively_ptc	3696	2944
ENSG00000143156.15.novel2	ENSG00000143156.15	ENST00000367811.8	NMD	325	effectively_ptc	1402	1077
ENSG00000143303.13.novel1	ENSG00000143303.13	ENST00000368216.9	NMD	1131	effectively_ptc	2126	995
ENSG00000143303.13.novel3	ENSG00000143303.13	ENST00000368216.9	Control	-24	truncated_no_ejc	1968	1992
ENSG00000143367.18.novel60	ENSG00000143367.18	ENST00000368848.6	NMD	1100	effectively_ptc	1338	238
ENSG00000143418.21.novel9	ENSG00000143418.21	ENST00000368954.10	NMD	277	effectively_ptc	1267	990
ENSG00000143498.19.novel4	ENSG00000143498.19	ENST00000352967.9	Control	-111	truncated_no_ejc	1329	1440
ENSG00000143797.13.novel4	ENSG00000143797.13	ENST00000305997.8	NMD	150	effectively_ptc	1478	1328
ENSG00000143797.13.novel7	ENSG00000143797.13	ENST00000305997.8	Control	911	effectively_ptc	1305	394
ENSG00000143845.15.novel2	ENSG00000143845.15	ENST00000367202.9	NMD	428	effectively_ptc	1138	710
ENSG00000144118.15.novel1	ENSG00000144118.15	ENST00000272519.10	NMD	153	effectively_ptc	566	413
ENSG00000144681.12.novel1	ENSG00000144681.12	ENST00000273183.8	Control	-69	truncated_no_ejc	706	775
ENSG00000144681.12.novel3	ENSG00000144681.12	ENST00000273183.8	NMD	576	effectively_ptc	1313	737
ENSG00000144744.19.novel4	ENSG00000144744.19	ENST00000361055.9	NMD	553	effectively_ptc	1326	773
ENSG00000145386.12.novel11	ENSG00000145386.12	ENST00000274026.10	Control	-136	truncated_no_ejc	1501	1637
ENSG00000145386.12.novel2	ENSG00000145386.12	ENST00000274026.10	NMD	677	effectively_ptc	1522	845
ENSG00000145414.10.novel2	ENSG00000145414.10	ENST00000274054.3	Control	-307	truncated_no_ejc	1141	1448
ENSG00000145723.18.novel4	ENSG00000145723.18	ENST00000399004.7	NMD	265	effectively_ptc	1379	1114
ENSG00000145740.21.novel3	ENSG00000145740.21	ENST00000380860.8	NMD	654	effectively_ptc	2276	1622
ENSG00000145782.14.novel1	ENSG00000145782.14	ENST00000509910.2	Control	509	effectively_ptc	1636	1127
ENSG00000145919.12.novel1	ENSG00000145919.12	ENST00000311086.9	NMD	273	effectively_ptc	1293	1020
ENSG00000146054.19.novel30	ENSG00000146054.19	ENST00000334421.5	NMD	683	effectively_ptc	2924	2241
ENSG00000146232.18.novel1	ENSG00000146232.18	ENST00000619360.6	NMD	493	effectively_ptc	1219	726
ENSG00000146232.18.novel24	ENSG00000146232.18	ENST00000619360.6	Control	4937	effectively_ptc	5524	587
ENSG00000146476.12.novel2	ENSG00000146476.12	ENST00000367294.4	Control	-215	truncated_no_ejc	594	809
ENSG00000146574.17.novel11	ENSG00000146574.17	ENST00000316731.13	NMD	895	effectively_ptc	1682	787
ENSG00000146826.18.novel1	ENSG00000146826.18	ENST00000316937.8	NMD	434	effectively_ptc	1928	1494
ENSG00000146826.18.novel14	ENSG00000146826.18	ENST00000316937.8	Control	1353	effectively_ptc	2050	697
ENSG00000146909.9.novel1	ENSG00000146909.9	ENST00000275820.4	Control	-274	truncated_no_ejc	2335	2609
ENSG00000146909.9.novel3	ENSG00000146909.9	ENST00000275820.4	NMD	153	effectively_ptc	1850	1697
ENSG00000146918.21.novel1	ENSG00000146918.21	ENST00000356309.8	Control	-50	truncated_no_ejc	3652	3702
ENSG00000146918.21.novel4	ENSG00000146918.21	ENST00000356309.8	NMD	2172	effectively_ptc	3724	1552
ENSG00000147475.18.novel2	ENSG00000147475.18	ENST00000648919.1	NMD	561	effectively_ptc	901	340
ENSG00000147654.17.novel34	ENSG00000147654.17	ENST00000337573.10	NMD	250	effectively_ptc	960	710
ENSG00000147854.19.novel1	ENSG00000147854.19	ENST00000276893.10	NMD	1575	effectively_ptc	2372	797
ENSG00000148110.18.novel1	ENSG00000148110.18	ENST00000375344.8	Control	42	truncated_no_ejc	1629	1587
ENSG00000148110.18.novel2	ENSG00000148110.18	ENST00000375344.8	NMD	628	effectively_ptc	1610	982
ENSG00000148154.11.novel1	ENSG00000148154.11	ENST00000374279.4	Control	-160	truncated_no_ejc	1581	1741
ENSG00000148154.11.novel5	ENSG00000148154.11	ENST00000374279.4	NMD	344	effectively_ptc	1092	748
ENSG00000148634.17.novel2	ENSG00000148634.17	ENST00000373700.9	NMD	2836	effectively_ptc	3365	529
ENSG00000148803.14.novel1	ENSG00000148803.14	ENST00000278025.9	NMD	-76	truncated_no_ejc	364	440
ENSG00000148814.19.novel3	ENSG00000148814.19	ENST00000368614.8	Control	-159	truncated_no_ejc	604	763
ENSG00000148814.19.novel8	ENSG00000148814.19	ENST00000368614.8	NMD	361	effectively_ptc	1706	1345
ENSG00000148832.17.novel4	ENSG00000148832.17	ENST00000278060.10	Control	1364	effectively_ptc	1922	558
ENSG00000148908.16.novel2	ENSG00000148908.16	ENST00000369103.3	Control	40	truncated_no_ejc	737	697
ENSG00000148908.16.novel7	ENSG00000148908.16	ENST00000369103.3	NMD	536	effectively_ptc	1841	1305
ENSG00000149182.16.novel44	ENSG00000149182.16	ENST00000524782.6	NMD	922	effectively_ptc	2276	1354
ENSG00000149243.18.novel1	ENSG00000149243.18	ENST00000376292.8	NMD	177	effectively_ptc	1561	1384
ENSG00000149243.18.novel3	ENSG00000149243.18	ENST00000376292.8	Control	-293	truncated_no_ejc	987	1280
ENSG00000149564.13.novel1	ENSG00000149564.13	ENST00000278927.10	NMD	446	effectively_ptc	951	505
ENSG00000150403.19.novel2	ENSG00000150403.19	ENST00000434316.7	NMD	232	effectively_ptc	2364	2132
ENSG00000151092.19.novel2	ENSG00000151092.19	ENST00000280700.10	NMD	634	effectively_ptc	1441	807
ENSG00000151575.16.novel1	ENSG00000151575.16	ENST00000696102.1	Control	1200	effectively_ptc	1434	234
ENSG00000151575.16.novel5	ENSG00000151575.16	ENST00000696102.1	NMD	190	effectively_ptc	1413	1223
ENSG00000151651.17.novel2	ENSG00000151651.17	ENST00000445355.8	NMD	1638	effectively_ptc	2504	866
ENSG00000151715.9.novel1	ENSG00000151715.9	ENST00000281441.8	NMD	92	effectively_ptc	812	720
ENSG00000151718.17.novel1	ENSG00000151718.17	ENST00000403733.8	NMD	3122	effectively_ptc	3914	792
ENSG00000151718.17.novel21	ENSG00000151718.17	ENST00000403733.8	Control	-152	truncated_no_ejc	1122	1274
ENSG00000151743.11.novel3	ENSG00000151743.11	ENST00000281471.11	NMD	520	effectively_ptc	901	381
ENSG00000151806.15.novel1	ENSG00000151806.15	ENST00000281543.6	NMD	771	effectively_ptc	1960	1189
ENSG00000151806.15.novel10	ENSG00000151806.15	ENST00000281543.6	Control	-146	truncated_no_ejc	1433	1579
ENSG00000151876.14.novel1	ENSG00000151876.14	ENST00000281623.8	Control	645	effectively_ptc	1279	634
ENSG00000151876.14.novel5	ENSG00000151876.14	ENST00000281623.8	NMD	1434	effectively_ptc	2355	921
ENSG00000151923.19.novel3	ENSG00000151923.19	ENST00000436547.7	NMD	666	effectively_ptc	1652	986
ENSG00000152700.15.novel1	ENSG00000152700.15	ENST00000402673.7	NMD	135	effectively_ptc	800	665
ENSG00000153066.14.novel1	ENSG00000153066.14	ENST00000283033.10	NMD	1479	effectively_ptc	2301	822
ENSG00000153066.14.novel11	ENSG00000153066.14	ENST00000283033.10	Control	-880	truncated_no_ejc	1278	2158
ENSG00000153071.16.novel3	ENSG00000153071.16	ENST00000320816.11	NMD	807	effectively_ptc	2109	1302
ENSG00000153071.16.novel36	ENSG00000153071.16	ENST00000320816.11	Control	-94	truncated_no_ejc	1222	1316
ENSG00000153292.17.novel5	ENSG00000153292.17	ENST00000371253.7	NMD	2023	effectively_ptc	3103	1080
ENSG00000153574.10.novel1	ENSG00000153574.10	ENST00000283646.5	NMD	394	effectively_ptc	992	598
ENSG00000153786.14.novel4	ENSG00000153786.14	ENST00000313732.9	NMD	440	effectively_ptc	1349	909
ENSG00000154114.14.novel7	ENSG00000154114.14	ENST00000422003.6	NMD	221	effectively_ptc	926	705
ENSG00000154277.14.novel1	ENSG00000154277.14	ENST00000284440.9	Control	859	effectively_ptc	1270	411
ENSG00000154277.14.novel4	ENSG00000154277.14	ENST00000284440.9	NMD	-85	no_downstream_ejc	739	824
ENSG00000154553.17.novel2	ENSG00000154553.17	ENST00000284771.7	NMD	974	effectively_ptc	1647	673
ENSG00000154640.16.novel1	ENSG00000154640.16	ENST00000348354.7	NMD	290	effectively_ptc	969	679
ENSG00000154655.17.novel1	ENSG00000154655.17	ENST00000317931.12	NMD	105	effectively_ptc	2133	2028
ENSG00000154655.17.novel2	ENSG00000154655.17	ENST00000317931.12	Control	-165	truncated_no_ejc	654	819
ENSG00000154710.19.novel1	ENSG00000154710.19	ENST00000284957.9	NMD	552	effectively_ptc	1073	521
ENSG00000154719.15.novel2	ENSG00000154719.15	ENST00000352957.9	Control	-73	truncated_no_ejc	978	1051
ENSG00000154719.15.novel62	ENSG00000154719.15	ENST00000352957.9	NMD	489	effectively_ptc	887	398
ENSG00000155256.19.novel2	ENSG00000155256.19	ENST00000891775.1	NMD	796	effectively_ptc	1295	499
ENSG00000155275.20.novel1	ENSG00000155275.20	ENST00000389737.5	NMD	1282	effectively_ptc	3964	2682
ENSG00000155275.20.novel69	ENSG00000155275.20	ENST00000389737.5	Control	-463	truncated_no_ejc	1665	2128
ENSG00000155367.17.novel2	ENSG00000155367.17	ENST00000309276.11	NMD	252	effectively_ptc	1340	1088
ENSG00000155367.17.novel8	ENSG00000155367.17	ENST00000309276.11	Control	-172	no_downstream_ejc	1825	1997
ENSG00000155438.13.novel1	ENSG00000155438.13	ENST00000285814.9	NMD	256	effectively_ptc	661	405
ENSG00000155666.13.novel3	ENSG00000155666.13	ENST00000286096.9	NMD	599	effectively_ptc	1362	763
ENSG00000155729.14.novel1	ENSG00000155729.14	ENST00000359878.8	NMD	387	effectively_ptc	995	608
ENSG00000155729.14.novel2	ENSG00000155729.14	ENST00000359878.8	Control	-141	truncated_no_ejc	929	1070
ENSG00000156171.16.novel3	ENSG00000156171.16	ENST00000484310.6	NMD	172	effectively_ptc	1385	1213
ENSG00000156469.10.novel1	ENSG00000156469.10	ENST00000287025.4	NMD	-193	no_downstream_ejc	1328	1521
ENSG00000156469.10.novel5	ENSG00000156469.10	ENST00000287025.4	Control	-193	no_downstream_ejc	1236	1429
ENSG00000156502.15.novel1	ENSG00000156502.15	ENST00000359655.9	Control	1765	effectively_ptc	2152	387
ENSG00000156502.15.novel2	ENSG00000156502.15	ENST00000359655.9	NMD	994	effectively_ptc	1938	944
ENSG00000156671.16.novel1	ENSG00000156671.16	ENST00000542569.6	NMD	89	effectively_ptc	1140	1051
ENSG00000156804.8.novel2	ENSG00000156804.8	ENST00000520511.1	NMD	705	effectively_ptc	1547	842
ENSG00000157014.11.novel1	ENSG00000157014.11	ENST00000287652.8	NMD	225	effectively_ptc	3091	2866
ENSG00000157107.15.novel30	ENSG00000157107.15	ENST00000430046.7	Control	-75	truncated_no_ejc	968	1043
ENSG00000157107.15.novel5	ENSG00000157107.15	ENST00000430046.7	NMD	1944	effectively_ptc	2670	726
ENSG00000157191.21.novel1	ENSG00000157191.21	ENST00000337132.10	NMD	78	effectively_ptc	1163	1085
ENSG00000157601.16.novel1	ENSG00000157601.16	ENST00000398598.8	NMD	480	effectively_ptc	2748	2268
ENSG00000157693.16.novel1	ENSG00000157693.16	ENST00000288502.9	NMD	936	effectively_ptc	1508	572
ENSG00000157800.19.novel2	ENSG00000157800.19	ENST00000326232.14	NMD	760	effectively_ptc	1633	873
ENSG00000157873.19.novel2	ENSG00000157873.19	ENST00000355716.5	Control	-124	no_downstream_ejc	990	1114
ENSG00000157873.19.novel7	ENSG00000157873.19	ENST00000355716.5	NMD	325	effectively_ptc	1913	1588
ENSG00000158106.16.novel3	ENSG00000158106.16	ENST00000289013.11	NMD	1386	effectively_ptc	2309	923
ENSG00000158161.17.novel4	ENSG00000158161.17	ENST00000540618.5	NMD	399	effectively_ptc	1610	1211
ENSG00000158161.17.novel54	ENSG00000158161.17	ENST00000540618.5	Control	-96	truncated_no_ejc	547	643
ENSG00000158201.11.novel2	ENSG00000158201.11	ENST00000289119.7	Control	-15	truncated_no_ejc	1245	1260
ENSG00000158201.11.novel3	ENSG00000158201.11	ENST00000289119.7	NMD	256	effectively_ptc	1106	850
ENSG00000158315.12.novel1	ENSG00000158315.12	ENST00000372990.6	NMD	201	effectively_ptc	1009	808
ENSG00000158315.12.novel6	ENSG00000158315.12	ENST00000372990.6	Control	-108	truncated_no_ejc	827	935
ENSG00000158402.22.novel2	ENSG00000158402.22	ENST00000323760.11	NMD	784	effectively_ptc	1458	674
ENSG00000158882.16.novel14	ENSG00000158882.16	ENST00000367988.8	Control	-138	no_downstream_ejc	995	1133
ENSG00000158882.16.novel17	ENSG00000158882.16	ENST00000367988.8	NMD	109	effectively_ptc	1049	940
ENSG00000159348.14.novel1	ENSG00000159348.14	ENST00000367249.9	NMD	392	effectively_ptc	1237	845
ENSG00000159423.18.novel1	ENSG00000159423.18	ENST00000375341.8	Control	-292	truncated_no_ejc	879	1171
ENSG00000159423.18.novel3	ENSG00000159423.18	ENST00000375341.8	NMD	403	effectively_ptc	1667	1264
ENSG00000160058.20.novel2	ENSG00000160058.20	ENST00000455895.7	NMD	1009	effectively_ptc	1232	223
ENSG00000160179.21.novel1	ENSG00000160179.21	ENST00000398449.8	NMD	-61	truncated_no_ejc	1961	2022
ENSG00000160226.16.novel10	ENSG00000160226.16	ENST00000339818.9	NMD	447	effectively_ptc	832	385
ENSG00000160310.21.novel2	ENSG00000160310.21	ENST00000397628.5	NMD	-271	no_downstream_ejc	1262	1533
ENSG00000160325.16.novel2	ENSG00000160325.16	ENST00000316948.9	Control	-71	truncated_no_ejc	409	480
ENSG00000160326.15.novel8	ENSG00000160326.15	ENST00000371899.9	NMD	102	effectively_ptc	1900	1798
ENSG00000160408.17.novel1	ENSG00000160408.17	ENST00000373144.7	NMD	87	effectively_ptc	1142	1055
ENSG00000160439.16.novel71	ENSG00000160439.16	ENST00000610356.4	NMD	714	effectively_ptc	2356	1642
ENSG00000160439.16.novel9	ENSG00000160439.16	ENST00000610356.4	Control	535	effectively_ptc	1495	960
ENSG00000160613.16.novel2	ENSG00000160613.16	ENST00000320934.8	NMD	112	effectively_ptc	2635	2523
ENSG00000160613.16.novel48	ENSG00000160613.16	ENST00000320934.8	Control	-358	no_downstream_ejc	2623	2981
ENSG00000160803.9.novel1	ENSG00000160803.9	ENST00000368309.4	Control	1453	effectively_ptc	1703	250
ENSG00000160803.9.novel3	ENSG00000160803.9	ENST00000368309.4	NMD	512	effectively_ptc	1889	1377
ENSG00000160813.8.novel2	ENSG00000160813.8	ENST00000292330.3	Control	-39	truncated_no_ejc	647	686
ENSG00000160961.13.novel1	ENSG00000160961.13	ENST00000292530.11	Control	-124	truncated_no_ejc	575	699
ENSG00000160961.13.novel5	ENSG00000160961.13	ENST00000292530.11	NMD	208	effectively_ptc	1033	825
ENSG00000160972.11.novel1	ENSG00000160972.11	ENST00000435887.2	Control	-382	no_downstream_ejc	2375	2757
ENSG00000160972.11.novel3	ENSG00000160972.11	ENST00000435887.2	NMD	957	effectively_ptc	2167	1210
ENSG00000161202.21.novel1	ENSG00000161202.21	ENST00000313143.9	Control	1243	effectively_ptc	2219	976
ENSG00000161202.21.novel4	ENSG00000161202.21	ENST00000313143.9	NMD	1241	effectively_ptc	2044	803
ENSG00000161800.14.novel11	ENSG00000161800.14	ENST00000312377.10	NMD	1343	effectively_ptc	2022	679
ENSG00000162066.17.novel2	ENSG00000162066.17	ENST00000293971.11	NMD	590	effectively_ptc	1424	834
ENSG00000162069.17.novel2	ENSG00000162069.17	ENST00000572449.6	NMD	1236	effectively_ptc	2200	964
ENSG00000162341.19.novel1	ENSG00000162341.19	ENST00000294309.8	NMD	377	effectively_ptc	2287	1910
ENSG00000162373.14.novel2	ENSG00000162373.14	ENST00000463562.1	NMD	187	effectively_ptc	1239	1052
ENSG00000162373.14.novel3	ENSG00000162373.14	ENST00000463562.1	Control	-156	no_downstream_ejc	1167	1323
ENSG00000162385.12.novel2	ENSG00000162385.12	ENST00000371470.8	NMD	303	effectively_ptc	696	393
ENSG00000162434.15.novel4	ENSG00000162434.15	ENST00000342505.5	NMD	-59	truncated_no_ejc	655	714
ENSG00000162434.15.novel5	ENSG00000162434.15	ENST00000342505.5	Control	-209	truncated_no_ejc	677	886
ENSG00000162601.13.novel1	ENSG00000162601.13	ENST00000697263.1	Control	-157	no_downstream_ejc	2390	2547
ENSG00000162601.13.novel14	ENSG00000162601.13	ENST00000697263.1	NMD	199	effectively_ptc	651	452
ENSG00000162695.14.novel2	ENSG00000162695.14	ENST00000370112.8	NMD	163	effectively_ptc	1272	1109
ENSG00000162723.10.novel1	ENSG00000162723.10	ENST00000368093.4	NMD	245	effectively_ptc	695	450
ENSG00000162852.15.novel1	ENSG00000162852.15	ENST00000366513.9	Control	-912	truncated_no_ejc	1327	2239
ENSG00000162852.15.novel7	ENSG00000162852.15	ENST00000366513.9	NMD	319	effectively_ptc	1274	955
ENSG00000162869.17.novel1	ENSG00000162869.17	ENST00000294952.13	Control	-91	truncated_no_ejc	1210	1301
ENSG00000162869.17.novel4	ENSG00000162869.17	ENST00000294952.13	NMD	1932	effectively_ptc	2615	683
ENSG00000162885.15.novel1	ENSG00000162885.15	ENST00000366600.8	Control	-133	no_downstream_ejc	1825	1958
ENSG00000162885.15.novel3	ENSG00000162885.15	ENST00000366600.8	NMD	310	effectively_ptc	1435	1125
ENSG00000163001.13.novel2	ENSG00000163001.13	ENST00000349456.9	NMD	225	effectively_ptc	1142	917
ENSG00000163001.13.novel6	ENSG00000163001.13	ENST00000349456.9	Control	-262	no_downstream_ejc	987	1249
ENSG00000163040.16.novel1	ENSG00000163040.16	ENST00000409856.8	Control	-3	truncated_no_ejc	904	907
ENSG00000163040.16.novel3	ENSG00000163040.16	ENST00000409856.8	NMD	633	effectively_ptc	1083	450
ENSG00000163072.17.novel1	ENSG00000163072.17	ENST00000317647.12	NMD	341	effectively_ptc	1611	1270
ENSG00000163141.21.novel25	ENSG00000163141.21	ENST00000368931.8	NMD	966	effectively_ptc	1218	252
ENSG00000163291.15.novel2	ENSG00000163291.15	ENST00000512733.5	NMD	288	effectively_ptc	1436	1148
ENSG00000163558.14.novel1	ENSG00000163558.14	ENST00000295797.5	NMD	1196	effectively_ptc	2163	967
ENSG00000163701.20.novel2	ENSG00000163701.20	ENST00000383814.8	NMD	341	effectively_ptc	1900	1559
ENSG00000163762.8.novel1	ENSG00000163762.8	ENST00000296059.7	NMD	165	effectively_ptc	863	698
ENSG00000164077.16.novel2	ENSG00000164077.16	ENST00000296473.8	NMD	1016	effectively_ptc	1981	965
ENSG00000164087.9.novel2	ENSG00000164087.9	ENST00000394970.6	NMD	252	effectively_ptc	1335	1083
ENSG00000164162.15.novel2	ENSG00000164162.15	ENST00000507656.6	NMD	230	effectively_ptc	1379	1149
ENSG00000164253.15.novel12	ENSG00000164253.15	ENST00000296679.9	NMD	126	effectively_ptc	1425	1299
ENSG00000164253.15.novel2	ENSG00000164253.15	ENST00000296679.9	Control	-162	truncated_no_ejc	1044	1206
ENSG00000164300.19.novel1	ENSG00000164300.19	ENST00000507668.7	Control	-21	truncated_no_ejc	1055	1076
ENSG00000164300.19.novel6	ENSG00000164300.19	ENST00000507668.7	NMD	371	effectively_ptc	1198	827
ENSG00000164307.14.novel3	ENSG00000164307.14	ENST00000443439.7	NMD	1635	effectively_ptc	2954	1319
ENSG00000164307.14.novel53	ENSG00000164307.14	ENST00000443439.7	Control	-202	truncated_no_ejc	1165	1367
ENSG00000164308.19.novel1	ENSG00000164308.19	ENST00000437043.8	Control	-187	truncated_no_ejc	2573	2760
