gene_id	dominant_isoform_id	non_dominant_isoform_id	dom_start_codon	both_valid_atg	dom_scanned_orf_length_nt	comp_scanned_orf_length_nt	dom_stop_codon_type	comp_stop_codon_type	dom_reached_end	comp_reached_end	dom_ptc_distance	comp_ptc_distance	dom_has_ptc	comp_has_ptc	orf_length_diff	n_cds_events	net_shift	net_frame_status
ENSG00000085760	ENST00000853170.1	ENST00000366137.6	55263858	TRUE	2181	218	TAA	NA	FALSE	TRUE	-171	NA	FALSE	NA	-1963	2	-27020	frame_disrupted
ENSG00000137806	ENST00000853308.1	PB.10431.32	41397059	TRUE	906	783	TAA	TAG	FALSE	FALSE	-148	-25	FALSE	FALSE	-123	1	-6665	frame_disrupted
ENSG00000079557	ENST00000853602.1	ENST00000853615.1	73481776	TRUE	1797	1569	TGA	TGA	FALSE	FALSE	-19	42	FALSE	FALSE	-228	3	-228	frame_preserved
ENSG00000079557	ENST00000853615.1	ENST00000853602.1	73481776	TRUE	1569	1797	TGA	TGA	FALSE	FALSE	42	-19	FALSE	FALSE	228	3	228	frame_preserved
ENSG00000182196	ENST00000853823.1	ENST00000853825.1	122981140	TRUE	567	555	TGA	TGA	FALSE	FALSE	-55	-55	FALSE	FALSE	-12	3	-12	frame_preserved
ENSG00000182196	ENST00000853823.1	ENST00000853830.1	122981140	TRUE	567	654	TGA	TGA	FALSE	FALSE	-55	-22	FALSE	FALSE	87	4	87	frame_preserved
ENSG00000182196	ENST00000853823.1	ENST00000925036.1	122981140	TRUE	567	510	TGA	TGA	FALSE	FALSE	-55	-55	FALSE	FALSE	-57	2	-57	frame_preserved
ENSG00000182196	ENST00000853823.1	ENST00000853847.1	122981140	TRUE	567	534	TGA	TGA	FALSE	FALSE	-55	-55	FALSE	FALSE	-33	1	0	frame_preserved
ENSG00000198917	ENST00000853913.1	ENST00000965412.1	128829780	TRUE	1146	1170	TGA	TGA	FALSE	FALSE	-67	-67	FALSE	FALSE	24	2	24	frame_preserved
ENSG00000198917	ENST00000853913.1	PB.33081.1	128829780	TRUE	1146	1128	TGA	TGA	FALSE	FALSE	-67	-67	FALSE	FALSE	-18	1	-18	frame_preserved
ENSG00000198917	ENST00000853913.1	PB.33081.15	128829780	TRUE	1146	561	TGA	TGA	FALSE	FALSE	-67	731	FALSE	TRUE	-585	2	-18	frame_preserved
ENSG00000173406	ENST00000853968.1	ENST00000332102.10	57291030	TRUE	1716	612	TAG	NA	FALSE	TRUE	17	NA	FALSE	NA	-1104	4	-68223	frame_preserved
ENSG00000173406	ENST00000853968.1	ENST00000371230.1	57291030	TRUE	1716	639	TAG	TAG	FALSE	FALSE	17	-82	FALSE	FALSE	-1077	2	-75667	frame_disrupted
ENSG00000173406	ENST00000853968.1	ENST00000414851.6	57291030	TRUE	1716	1665	TAG	TAG	FALSE	FALSE	17	17	FALSE	FALSE	-51	1	-51	frame_preserved
ENSG00000010539	ENST00000854063.1	ENST00000854057.1	3233755	TRUE	1185	1185	TAA	TAA	FALSE	FALSE	-720	-720	FALSE	FALSE	0	NA	NA	NA
ENSG00000106605	ENST00000854107.1	ENST00000402924.5	43771159	TRUE	918	888	TAA	TAA	FALSE	FALSE	-257	-257	FALSE	FALSE	-30	1	-30	frame_preserved
ENSG00000106605	ENST00000854107.1	ENST00000854108.1	43771159	TRUE	918	888	TAA	TAA	FALSE	FALSE	-257	-257	FALSE	FALSE	-30	1	-30	frame_preserved
ENSG00000197217	ENST00000854258.1	PB.30700.160	23449900	TRUE	1839	1848	TGA	TGA	FALSE	FALSE	-227	-227	FALSE	FALSE	9	1	9	frame_preserved
ENSG00000197217	ENST00000854258.1	PB.30700.243	23449900	TRUE	1839	1848	TGA	TGA	FALSE	FALSE	-227	-227	FALSE	FALSE	9	1	9	frame_preserved
ENSG00000197217	ENST00000854258.1	PB.30700.244	23449900	TRUE	1839	1461	TGA	TGA	FALSE	FALSE	-227	363	FALSE	TRUE	-378	2	212	frame_disrupted
ENSG00000197217	ENST00000854258.1	PB.30700.245	23449900	TRUE	1839	1461	TGA	TGA	FALSE	FALSE	-227	280	FALSE	TRUE	-378	2	129	frame_preserved
ENSG00000197217	ENST00000854258.1	PB.30700.246	23449900	TRUE	1839	1839	TGA	TGA	FALSE	FALSE	-227	-227	FALSE	FALSE	0	NA	NA	NA
ENSG00000157131	ENST00000854262.1	ENST00000854263.1	56854902	TRUE	1713	543	TGA	TGA	FALSE	FALSE	-150	-150	FALSE	FALSE	-1170	7	-1170	frame_preserved
ENSG00000157131	ENST00000854262.1	ENST00000854265.1	56854902	TRUE	1713	1728	TGA	TGA	FALSE	FALSE	-150	-150	FALSE	FALSE	15	2	15	frame_preserved
ENSG00000157131	ENST00000854263.1	ENST00000854262.1	56854902	TRUE	543	1713	TGA	TGA	FALSE	FALSE	-150	-150	FALSE	FALSE	1170	7	1170	frame_preserved
ENSG00000157131	ENST00000854265.1	ENST00000854262.1	56854902	TRUE	1728	1713	TGA	TGA	FALSE	FALSE	-150	-150	FALSE	FALSE	-15	2	-15	frame_preserved
ENSG00000157131	ENST00000854265.1	ENST00000854263.1	56854902	TRUE	1728	543	TGA	TGA	FALSE	FALSE	-150	-150	FALSE	FALSE	-1185	7	-1185	frame_preserved
ENSG00000119333	ENST00000854293.1	ENST00000854292.1	128656726	TRUE	1341	1581	TGA	TGA	FALSE	FALSE	-237	-237	FALSE	FALSE	240	2	240	frame_preserved
ENSG00000093217	ENST00000854435.1	ENST00000650590.1	38346869	TRUE	1350	1665	TGA	TGA	FALSE	FALSE	-76	-214	FALSE	FALSE	315	5	-207	frame_preserved
ENSG00000093217	ENST00000854435.1	PB.21399.23	38346869	TRUE	1350	1686	TGA	TGA	FALSE	FALSE	-76	1	FALSE	FALSE	336	4	-126	frame_preserved
ENSG00000263155	ENST00000854764.1	ENST00000854763.1	57592035	TRUE	1227	1569	TAG	TAG	FALSE	FALSE	-95	-95	FALSE	FALSE	342	3	342	frame_preserved
ENSG00000263155	ENST00000854764.1	ENST00000854765.1	57592035	TRUE	1227	1419	TAG	TAG	FALSE	FALSE	-95	-95	FALSE	FALSE	192	3	192	frame_preserved
ENSG00000116473	ENST00000855013.1	ENST00000855012.1	111691361	TRUE	552	552	TAG	TAG	FALSE	FALSE	-85	31	FALSE	FALSE	0	1	0	frame_preserved
ENSG00000116473	ENST00000855013.1	ENST00000855014.1	111691361	TRUE	552	552	TAG	TAG	FALSE	FALSE	-85	31	FALSE	FALSE	0	1	0	frame_preserved
ENSG00000002933	ENST00000855158.1	ENST00000855162.1	150801551	TRUE	705	594	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	-111	1	-111	frame_preserved
ENSG00000002933	ENST00000855158.1	ENST00000855169.1	150801551	TRUE	705	594	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	-111	1	-111	frame_preserved
ENSG00000002933	ENST00000855158.1	ENST00000855177.1	150801551	TRUE	705	732	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	27	1	27	frame_preserved
ENSG00000002933	ENST00000855158.1	ENST00000855183.1	150801551	TRUE	705	705	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	0	NA	NA	NA
ENSG00000002933	ENST00000855169.1	ENST00000855158.1	150801551	TRUE	594	705	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	111	1	111	frame_preserved
ENSG00000002933	ENST00000855169.1	ENST00000855162.1	150801551	TRUE	594	594	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	0	NA	NA	NA
ENSG00000002933	ENST00000855169.1	ENST00000855177.1	150801551	TRUE	594	732	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	138	2	138	frame_preserved
ENSG00000002933	ENST00000855169.1	ENST00000855183.1	150801551	TRUE	594	705	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	111	1	111	frame_preserved
ENSG00000002933	ENST00000855162.1	ENST00000855158.1	150801551	TRUE	594	705	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	111	1	111	frame_preserved
ENSG00000002933	ENST00000855162.1	ENST00000855177.1	150801551	TRUE	594	732	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	138	2	138	frame_preserved
ENSG00000002933	ENST00000855162.1	ENST00000855183.1	150801551	TRUE	594	705	TAG	TAG	FALSE	FALSE	-40	-40	FALSE	FALSE	111	1	111	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855393.1	52830642	TRUE	2796	2691	TAG	TAG	FALSE	FALSE	-68	-59	FALSE	FALSE	-105	3	-105	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855400.1	52830642	TRUE	2796	2550	TAG	TAG	FALSE	FALSE	-68	-68	FALSE	FALSE	-246	3	-246	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855404.1	52830642	TRUE	2796	2721	TAG	TAG	FALSE	FALSE	-68	-68	FALSE	FALSE	-75	3	-75	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855398.1	52830642	TRUE	2796	2682	TAG	TAG	FALSE	FALSE	-68	-68	FALSE	FALSE	-114	3	-114	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855402.1	52830642	TRUE	2796	2661	TAG	TAG	FALSE	FALSE	-68	-68	FALSE	FALSE	-135	3	-135	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855406.1	52830642	TRUE	2796	2430	TAG	TAG	FALSE	FALSE	-68	-68	FALSE	FALSE	-366	5	-366	frame_preserved
ENSG00000055955	ENST00000855390.1	ENST00000855397.1	52830642	TRUE	2796	2616	TAG	TAG	FALSE	FALSE	-68	-68	FALSE	FALSE	-180	3	-180	frame_preserved
ENSG00000242616	ENST00000856097.1	ENST00000856098.1	111661635	TRUE	204	204	TGA	TGA	FALSE	FALSE	8	12	FALSE	FALSE	0	NA	NA	NA
ENSG00000242616	ENST00000856098.1	ENST00000856097.1	111661635	TRUE	204	204	TGA	TGA	FALSE	FALSE	12	8	FALSE	FALSE	0	NA	NA	NA
ENSG00000165092	ENST00000856203.1	ENST00000856206.1	72953000	TRUE	1503	1389	TAA	TAA	FALSE	FALSE	-71	-71	FALSE	FALSE	-114	1	-114	frame_preserved
ENSG00000165092	ENST00000856203.1	PB.32415.12	72953000	TRUE	1503	1503	TAA	TAA	FALSE	FALSE	-71	-71	FALSE	FALSE	0	NA	NA	NA
ENSG00000165092	ENST00000856203.1	PB.32415.27	72953000	TRUE	1503	1503	TAA	TAA	FALSE	FALSE	-71	-71	FALSE	FALSE	0	NA	NA	NA
ENSG00000165092	ENST00000856203.1	PB.32415.38	72953000	TRUE	1503	855	TAA	TAG	FALSE	FALSE	-71	-109	FALSE	FALSE	-648	2	-17838	frame_preserved
ENSG00000131097	ENST00000856249.1	ENST00000591513.5	44848153	TRUE	297	297	TAG	TAG	FALSE	FALSE	-63	-63	FALSE	FALSE	0	NA	NA	NA
ENSG00000115935	ENST00000856321.1	ENST00000392546.6	174585573	TRUE	1509	1509	TGA	TGA	FALSE	FALSE	-54	-54	FALSE	FALSE	0	NA	NA	NA
ENSG00000115935	ENST00000856321.1	ENST00000392547.6	174585573	TRUE	1509	1509	TGA	TGA	FALSE	FALSE	-54	-54	FALSE	FALSE	0	NA	NA	NA
ENSG00000115935	ENST00000856321.1	ENST00000856317.1	174585573	TRUE	1509	1509	TGA	TGA	FALSE	FALSE	-54	-54	FALSE	FALSE	0	NA	NA	NA
ENSG00000115935	ENST00000856321.1	ENST00000856323.1	174585573	TRUE	1509	1332	TGA	TGA	FALSE	FALSE	-54	-54	FALSE	FALSE	-177	1	-177	frame_preserved
ENSG00000115935	ENST00000856321.1	PB.18057.2	174585573	TRUE	1509	1509	TGA	TGA	FALSE	FALSE	-54	-54	FALSE	FALSE	0	NA	NA	NA
ENSG00000182983	ENST00000856446.1	ENST00000856445.1	42908115	TRUE	1173	1278	TAG	TAG	FALSE	FALSE	-1026	-1026	FALSE	FALSE	105	2	105	frame_preserved
ENSG00000134072	ENST00000856591.1	PB.21085.3	9767749	TRUE	1110	450	TAG	TGA	FALSE	FALSE	-81	-161	FALSE	FALSE	-660	2	-4441	frame_disrupted
ENSG00000142686	ENST00000856968.1	ENST00000856970.1	35716321	TRUE	687	687	TAA	TAA	FALSE	FALSE	-688	-693	FALSE	FALSE	0	NA	NA	NA
ENSG00000142686	ENST00000856968.1	PB.713.9	35716321	TRUE	687	687	TAA	TAA	FALSE	FALSE	-688	-693	FALSE	FALSE	0	NA	NA	NA
ENSG00000142686	ENST00000856968.1	ENST00000856969.1	35716321	TRUE	687	687	TAA	TAA	FALSE	FALSE	-688	-1042	FALSE	FALSE	0	NA	NA	NA
ENSG00000261052	ENST00000857354.1	ENST00000857351.1	30200729	TRUE	885	885	TGA	TGA	FALSE	FALSE	-111	-111	FALSE	FALSE	0	NA	NA	NA
ENSG00000261052	ENST00000857354.1	ENST00000857355.1	30200729	TRUE	885	762	TGA	TGA	FALSE	FALSE	-111	-111	FALSE	FALSE	-123	2	-123	frame_preserved
ENSG00000053372	ENST00000857508.1	PB.370.18	19251836	TRUE	714	435	TGA	TAG	FALSE	FALSE	-145	676	FALSE	TRUE	-279	2	0	frame_preserved
ENSG00000100385	ENST00000858144.1	ENST00000445595.2	37144172	TRUE	1653	1653	TAG	TAG	FALSE	FALSE	-751	-751	FALSE	FALSE	0	NA	NA	NA
ENSG00000100385	ENST00000858144.1	PB.20688.1	37144172	TRUE	1653	1653	TAG	TAG	FALSE	FALSE	-751	-751	FALSE	FALSE	0	NA	NA	NA
ENSG00000100385	PB.20688.1	ENST00000858144.1	37144172	TRUE	1653	1653	TAG	TAG	FALSE	FALSE	-751	-751	FALSE	FALSE	0	NA	NA	NA
ENSG00000100024	ENST00000858212.1	ENST00000858226.1	24495404	TRUE	702	1092	TAG	TAG	FALSE	FALSE	-82	-82	FALSE	FALSE	390	4	390	frame_preserved
ENSG00000100453	ENST00000859020.1	ENST00000532263.5	24634160	TRUE	681	105	TAA	TAG	FALSE	FALSE	-142	210	FALSE	TRUE	-576	2	-224	frame_disrupted
ENSG00000100453	ENST00000532263.5	ENST00000859020.1	24634160	TRUE	105	681	TAG	TAA	FALSE	FALSE	210	-142	TRUE	FALSE	576	2	224	frame_disrupted
ENSG00000241484	ENST00000859078.1	ENST00000859073.1	44786528	TRUE	1299	1299	TAG	TAG	FALSE	FALSE	-319	-319	FALSE	FALSE	0	NA	NA	NA
ENSG00000241484	ENST00000859073.1	ENST00000859078.1	44786528	TRUE	1299	1299	TAG	TAG	FALSE	FALSE	-319	-319	FALSE	FALSE	0	NA	NA	NA
ENSG00000241484	ENST00000447333.5	ENST00000859072.1	44786528	TRUE	489	1401	TGA	TAG	FALSE	FALSE	56	-319	TRUE	FALSE	912	1	-61	frame_disrupted
ENSG00000241484	ENST00000447333.5	ENST00000859073.1	44786528	TRUE	489	1299	TGA	TAG	FALSE	FALSE	56	-319	TRUE	FALSE	810	1	-61	frame_disrupted
ENSG00000241484	ENST00000447333.5	ENST00000859078.1	44786528	TRUE	489	1299	TGA	TAG	FALSE	FALSE	56	-319	TRUE	FALSE	810	1	-61	frame_disrupted
ENSG00000241484	ENST00000447333.5	ENST00000929956.1	44786528	TRUE	489	1296	TGA	TAG	FALSE	FALSE	56	-319	TRUE	FALSE	807	3	-64	frame_disrupted
ENSG00000123453	ENST00000859362.1	PB.33191.1	133734173	TRUE	2754	2820	TGA	TGA	FALSE	FALSE	-124	-124	FALSE	FALSE	66	1	66	frame_preserved
ENSG00000123453	PB.33191.1	ENST00000859362.1	133734173	TRUE	2820	2754	TGA	TGA	FALSE	FALSE	-124	-124	FALSE	FALSE	-66	1	-66	frame_preserved
ENSG00000151470	ENST00000859485.1	ENST00000859486.1	129102611	TRUE	597	630	TAG	TAG	FALSE	FALSE	-104	-104	FALSE	FALSE	33	1	33	frame_preserved
ENSG00000140382	ENST00000859569.1	ENST00000859567.1	77458408	TRUE	1041	1029	TAG	TAG	FALSE	FALSE	8	8	FALSE	FALSE	-12	1	-12	frame_preserved
ENSG00000140382	ENST00000859569.1	PB.10988.13	77458408	TRUE	1041	1041	TAG	TAG	FALSE	FALSE	8	8	FALSE	FALSE	0	NA	NA	NA
ENSG00000140382	ENST00000859569.1	PB.10988.33	77458408	TRUE	1041	1041	TAG	TAG	FALSE	FALSE	8	8	FALSE	FALSE	0	NA	NA	NA
ENSG00000140382	ENST00000859569.1	PB.10988.66	77458408	TRUE	1041	699	TAG	TGA	FALSE	FALSE	8	1014	FALSE	TRUE	-342	1	0	frame_preserved
ENSG00000105705	ENST00000859773.1	PB.15348.35	19320496	TRUE	1872	1923	TGA	TGA	FALSE	FALSE	-25	-25	FALSE	FALSE	51	2	51	frame_preserved
ENSG00000105705	ENST00000859773.1	ENST00000585444.1	19320496	TRUE	1872	207	TGA	TAA	FALSE	FALSE	-25	277	FALSE	TRUE	-1665	3	-29545	frame_disrupted
ENSG00000105705	ENST00000859773.1	PB.15348.20	19320496	TRUE	1872	666	TGA	TGA	FALSE	FALSE	-25	4479	FALSE	TRUE	-1206	1	0	frame_preserved
ENSG00000187823	ENST00000859811.1	ENST00000340433.4	112454729	TRUE	930	930	TAA	TAA	FALSE	FALSE	-1160	-1160	FALSE	FALSE	0	NA	NA	NA
ENSG00000180875	ENST00000859904.1	PB.3254.13	240493475	TRUE	504	504	TGA	TGA	FALSE	FALSE	-506	-506	FALSE	FALSE	0	NA	NA	NA
ENSG00000180875	ENST00000859904.1	PB.3254.8	240493475	TRUE	504	504	TGA	TGA	FALSE	FALSE	-506	-506	FALSE	FALSE	0	NA	NA	NA
ENSG00000180875	ENST00000859904.1	PB.3254.4	240493475	TRUE	504	504	TGA	TGA	FALSE	FALSE	-506	-506	FALSE	FALSE	0	NA	NA	NA
ENSG00000112118	ENST00000860054.1	ENST00000860055.1	52284674	TRUE	2517	2295	TGA	TGA	FALSE	FALSE	-197	-197	FALSE	FALSE	-222	3	-222	frame_preserved
ENSG00000112118	ENST00000860054.1	PB.27549.54	52284674	TRUE	2517	2448	TGA	TGA	FALSE	FALSE	-197	-121	FALSE	FALSE	-69	3	7	frame_disrupted
ENSG00000112118	ENST00000860054.1	ENST00000860056.1	52284674	TRUE	2517	2373	TGA	TGA	FALSE	FALSE	-197	-197	FALSE	FALSE	-144	2	-144	frame_preserved
ENSG00000148444	ENST00000860459.1	ENST00000860458.1	22316418	TRUE	528	585	TAA	TAA	FALSE	FALSE	-58	-58	FALSE	FALSE	57	1	57	frame_preserved
ENSG00000148444	ENST00000860459.1	PB.3609.10	22316418	TRUE	528	351	TAA	TAG	FALSE	FALSE	-58	-37	FALSE	FALSE	-177	1	0	frame_preserved
ENSG00000148444	ENST00000860459.1	PB.3609.8	22316418	TRUE	528	534	TAA	TAG	FALSE	FALSE	-58	1107	FALSE	TRUE	6	2	0	frame_preserved
ENSG00000148444	ENST00000860458.1	ENST00000860459.1	22316418	TRUE	585	528	TAA	TAA	FALSE	FALSE	-58	-58	FALSE	FALSE	-57	1	-57	frame_preserved
ENSG00000148444	ENST00000860458.1	PB.3609.10	22316418	TRUE	585	351	TAA	TAG	FALSE	FALSE	-58	-37	FALSE	FALSE	-234	1	0	frame_preserved
ENSG00000019144	ENST00000860956.1	ENST00000860947.1	118613837	TRUE	3957	3783	TAA	TAA	FALSE	FALSE	-139	-139	FALSE	FALSE	-174	2	-174	frame_preserved
ENSG00000019144	ENST00000860956.1	ENST00000860952.1	118613837	TRUE	3957	4269	TAA	TAA	FALSE	FALSE	-139	-139	FALSE	FALSE	312	4	312	frame_preserved
ENSG00000019144	ENST00000860956.1	ENST00000860968.1	118613837	TRUE	3957	3831	TAA	TAA	FALSE	FALSE	-139	-139	FALSE	FALSE	-126	5	-126	frame_preserved
ENSG00000181817	ENST00000861455.1	ENST00000861458.1	36394129	TRUE	369	369	TGA	TGA	FALSE	FALSE	-394	-394	FALSE	FALSE	0	NA	NA	NA
ENSG00000181817	ENST00000861455.1	PB.737.130	36394129	TRUE	369	369	TGA	TGA	FALSE	FALSE	-394	-2464	FALSE	FALSE	0	1	0	frame_preserved
ENSG00000100351	ENST00000861558.1	ENST00000344138.9	39947107	TRUE	990	990	TAA	TAA	FALSE	FALSE	-178	-178	FALSE	FALSE	0	NA	NA	NA
ENSG00000100351	ENST00000861558.1	ENST00000407075.3	39947107	TRUE	990	990	TAA	TAA	FALSE	FALSE	-178	-178	FALSE	FALSE	0	NA	NA	NA
ENSG00000176490	ENST00000861582.1	ENST00000861581.1	2717806	TRUE	594	594	TGA	TGA	FALSE	FALSE	-664	-664	FALSE	FALSE	0	NA	NA	NA
ENSG00000176490	ENST00000861581.1	ENST00000861582.1	2717806	TRUE	594	594	TGA	TGA	FALSE	FALSE	-664	-664	FALSE	FALSE	0	NA	NA	NA
ENSG00000155636	ENST00000861659.1	ENST00000914888.1	178112547	TRUE	1671	1422	TGA	TGA	FALSE	FALSE	-191	10	FALSE	FALSE	-249	2	-249	frame_preserved
ENSG00000155636	ENST00000861659.1	PB.18103.1	178112547	TRUE	1671	678	TGA	TAG	FALSE	FALSE	-191	1708	FALSE	TRUE	-993	3	521	frame_disrupted
ENSG00000130731	ENST00000861839.1	ENST00000861838.1	636290	TRUE	678	531	TAA	TAA	FALSE	FALSE	-46	-33	FALSE	FALSE	-147	2	-147	frame_preserved
ENSG00000130731	ENST00000861838.1	ENST00000861839.1	636290	TRUE	531	678	TAA	TAA	FALSE	FALSE	-33	-46	FALSE	FALSE	147	2	147	frame_preserved
ENSG00000184999	ENST00000861896.1	ENST00000861890.1	63290166	TRUE	1044	876	TAA	TAA	FALSE	FALSE	-26	-26	FALSE	FALSE	-168	5	-168	frame_preserved
ENSG00000177303	ENST00000861912.1	PB.13839.32	75513804	TRUE	3222	3606	TGA	TGA	FALSE	FALSE	-89	-89	FALSE	FALSE	384	2	384	frame_preserved
ENSG00000177303	ENST00000861912.1	PB.13839.42	75513804	TRUE	3222	2001	TGA	TAG	FALSE	FALSE	-89	416	FALSE	TRUE	-1221	3	384	frame_preserved
ENSG00000177303	ENST00000861912.1	ENST00000861911.1	75513804	TRUE	3222	3603	TGA	TGA	FALSE	FALSE	-89	-89	FALSE	FALSE	381	3	381	frame_preserved
ENSG00000177303	ENST00000861912.1	ENST00000861915.1	75513804	TRUE	3222	3285	TGA	TGA	FALSE	FALSE	-89	-89	FALSE	FALSE	63	1	63	frame_preserved
ENSG00000177303	ENST00000861912.1	PB.13839.30	75513804	TRUE	3222	2595	TGA	TAA	FALSE	FALSE	-89	-26	FALSE	FALSE	-627	5	-1211	frame_disrupted
ENSG00000100600	ENST00000862034.1	ENST00000862031.1	92732786	TRUE	1299	651	TGA	TGA	FALSE	FALSE	-41	-41	FALSE	FALSE	-648	5	-648	frame_preserved
ENSG00000100600	ENST00000862034.1	ENST00000862037.1	92732786	TRUE	1299	1299	TGA	TGA	FALSE	FALSE	-41	-41	FALSE	FALSE	0	NA	NA	NA
ENSG00000100600	ENST00000862034.1	PB.9983.2	92732786	TRUE	1299	885	TGA	TGA	FALSE	FALSE	-41	2159	FALSE	TRUE	-414	1	0	frame_preserved
ENSG00000171307	ENST00000862044.1	ENST00000951311.1	97451676	TRUE	726	921	TGA	TGA	FALSE	FALSE	-113	-113	FALSE	FALSE	195	1	195	frame_preserved
ENSG00000171307	ENST00000862044.1	ENST00000951315.1	97451676	TRUE	726	765	TGA	TGA	FALSE	FALSE	-113	-113	FALSE	FALSE	39	5	39	frame_preserved
ENSG00000171307	ENST00000862044.1	ENST00000862046.1	97451676	TRUE	726	906	TGA	TGA	FALSE	FALSE	-113	-113	FALSE	FALSE	180	2	180	frame_preserved
ENSG00000171307	ENST00000862044.1	PB.4399.22	97451676	TRUE	726	573	TGA	TGA	FALSE	FALSE	-113	234	FALSE	TRUE	-153	4	194	frame_disrupted
ENSG00000171307	ENST00000951311.1	ENST00000862044.1	97451676	TRUE	921	726	TGA	TGA	FALSE	FALSE	-113	-113	FALSE	FALSE	-195	1	-195	frame_preserved
ENSG00000171307	ENST00000951311.1	ENST00000951315.1	97451676	TRUE	921	765	TGA	TGA	FALSE	FALSE	-113	-113	FALSE	FALSE	-156	6	-156	frame_preserved
ENSG00000136918	ENST00000862303.1	PB.32977.2	124853532	TRUE	936	900	TAA	TAG	FALSE	FALSE	-130	-133	FALSE	FALSE	-36	2	9	frame_preserved
ENSG00000134308	ENST00000862428.1	ENST00000862430.1	9630452	TRUE	801	447	TAA	TAA	FALSE	FALSE	-58	-58	FALSE	FALSE	-354	3	-354	frame_preserved
ENSG00000134308	ENST00000862430.1	ENST00000862428.1	9630452	TRUE	447	801	TAA	TAA	FALSE	FALSE	-58	-58	FALSE	FALSE	354	3	354	frame_preserved
ENSG00000185238	ENST00000862433.1	ENST00000330796.9	20387747	TRUE	444	138	TGA	TAA	FALSE	FALSE	-108	1211	FALSE	TRUE	-306	9	1013	frame_disrupted
ENSG00000185238	ENST00000862433.1	ENST00000525188.5	20387747	TRUE	444	138	TGA	TAA	FALSE	FALSE	-108	349	FALSE	TRUE	-306	5	-111247	frame_disrupted
ENSG00000185238	ENST00000862433.1	ENST00000862434.1	20387747	TRUE	444	1587	TGA	TGA	FALSE	FALSE	-108	-108	FALSE	FALSE	1143	10	1143	frame_preserved
ENSG00000185238	ENST00000330796.9	ENST00000525188.5	20387747	TRUE	138	138	TAA	TAA	FALSE	FALSE	1211	349	TRUE	TRUE	0	NA	NA	NA
ENSG00000185238	ENST00000330796.9	ENST00000862433.1	20387747	TRUE	138	444	TAA	TGA	FALSE	FALSE	1211	-108	TRUE	FALSE	306	1	-50	frame_disrupted
ENSG00000185238	ENST00000330796.9	ENST00000862434.1	20387747	TRUE	138	1587	TAA	TGA	FALSE	FALSE	1211	-108	TRUE	FALSE	1449	1	136	frame_disrupted
ENSG00000071553	ENST00000862435.1	ENST00000369762.7	154428693	TRUE	1404	1410	TGA	TGA	FALSE	FALSE	-202	-208	FALSE	FALSE	6	1	6	frame_preserved
ENSG00000095059	ENST00000862638.1	ENST00000862636.1	12681766	TRUE	924	1086	TGA	TGA	FALSE	FALSE	-37	-94	FALSE	FALSE	162	3	162	frame_preserved
ENSG00000095059	ENST00000862638.1	ENST00000862639.1	12681766	TRUE	924	1020	TGA	TGA	FALSE	FALSE	-37	-94	FALSE	FALSE	96	3	96	frame_preserved
ENSG00000108639	PB.13910.4	PB.13910.2	78170886	TRUE	291	504	TAG	TGA	FALSE	FALSE	472	-196	TRUE	FALSE	213	1	0	frame_preserved
ENSG00000108639	PB.13910.4	PB.13910.23	78170886	TRUE	291	504	TAG	TGA	FALSE	FALSE	472	-196	TRUE	FALSE	213	1	0	frame_preserved
ENSG00000108639	PB.13910.4	PB.13910.24	78170886	TRUE	291	291	TAG	TAG	FALSE	FALSE	472	472	TRUE	TRUE	0	NA	NA	NA
ENSG00000123268	ENST00000862781.1	ENST00000862779.1	50780146	TRUE	813	813	TGA	TGA	FALSE	FALSE	-143	-143	FALSE	FALSE	0	NA	NA	NA
ENSG00000123268	ENST00000862781.1	ENST00000862783.1	50780146	TRUE	813	813	TGA	TGA	FALSE	FALSE	-143	-143	FALSE	FALSE	0	NA	NA	NA
ENSG00000123268	ENST00000862781.1	PB.7220.20	50780146	TRUE	813	813	TGA	TGA	FALSE	FALSE	-143	-143	FALSE	FALSE	0	NA	NA	NA
ENSG00000123268	ENST00000862781.1	ENST00000862772.1	50780146	TRUE	813	813	TGA	TGA	FALSE	FALSE	-143	-143	FALSE	FALSE	0	NA	NA	NA
ENSG00000123268	ENST00000862781.1	ENST00000862773.1	50780146	TRUE	813	813	TGA	TGA	FALSE	FALSE	-143	-143	FALSE	FALSE	0	NA	NA	NA
